codigo_cuenta,nombre_cuenta,valor_cuenta,tipo_cuenta,tipo_estado_financiero,nombre_empresa,fecha
11,disponible,28888240.81,Activo,bg,banco_bbva_peru,2021-01
1101,caja,2164974.996,Activo,bg,banco_bbva_peru,2021-01
1103,bancos_y_corresponsales,24793532.922,Activo,bg,banco_bbva_peru,2021-01
1105,canje,70486.031,Activo,bg,banco_bbva_peru,2021-01
1109,otros,1859246.86,Activo,bg,banco_bbva_peru,2021-01
12,fondos_interbancarios,0.0,Activo,bg,banco_bbva_peru,2021-01
13,inversiones_netas_de_provisiones,11282874.836,Activo,bg,banco_bbva_peru,2021-01
1301,inversiones_a_valor_razonable_con_cambios_en_resultados,5073671.866,Activo,bg,banco_bbva_peru,2021-01
1303,inversiones_disponibles_para_la_venta,5852213.965,Activo,bg,banco_bbva_peru,2021-01
1305,inversiones_a_vencimiento,0.0,Activo,bg,banco_bbva_peru,2021-01
17,inversiones_en_subsidiarias_asociadas_y_negocios_conjuntos,376841.794,Activo,bg,banco_bbva_peru,2021-01
1306,inversiones_en_commodities,0.0,Activo,bg,banco_bbva_peru,2021-01
1309,provisiones,-19852.789,Activo,bg,banco_bbva_peru,2021-01
14,creditos_netos_de_provisiones_y_de_ingresos_no_devengados,65050021.707,Activo,bg,banco_bbva_peru,2021-01
1401,vigentes,65464843.713,Activo,bg,banco_bbva_peru,2021-01
1401.07.01,cuentas_corrientes,17044.472,Activo,bg,banco_bbva_peru,2021-01
1401.07.02,tarjetas_de_credito,2231958.743,Activo,bg,banco_bbva_peru,2021-01
1401.07.05,descuentos,856995.048,Activo,bg,banco_bbva_peru,2021-01
1401.07.10,factoring,1110816.648,Activo,bg,banco_bbva_peru,2021-01
1401.07.06,prestamos,37312537.035,Activo,bg,banco_bbva_peru,2021-01
1401.07.11,arrendamiento_financiero,3468602.47,Activo,bg,banco_bbva_peru,2021-01
1401.04,hipotecarios_para_vivienda,12876188.15,Activo,bg,banco_bbva_peru,2021-01
1401.07.26,comercio_exterior,4197264.867,Activo,bg,banco_bbva_peru,2021-01
1401.07.21,creditos_por_liquidar,1137.256,Activo,bg,banco_bbva_peru,2021-01
1401.04.99,otros,3392299.021,Activo,bg,banco_bbva_peru,2021-01
1403,refinanciados_y_reestructurados,1836676.606,Activo,bg,banco_bbva_peru,2021-01
1404,atrasados,2343686.042,Activo,bg,banco_bbva_peru,2021-01
1405,vencidos,553727.205,Activo,bg,banco_bbva_peru,2021-01
1406,en_cobranza_judicial,1789958.837,Activo,bg,banco_bbva_peru,2021-01
1409,provisiones,-4496468.462,Activo,bg,banco_bbva_peru,2021-01
1410,intereses_y_comisiones_no_devengados,-98716.192,Activo,bg,banco_bbva_peru,2021-01
15,cuentas_por_cobrar_netas_de_provisiones,1039396.561,Activo,bg,banco_bbva_peru,2021-01
1508,rendimientos_por_cobrar,574113.425,Activo,bg,banco_bbva_peru,2021-01
1508.11,disponible,450.779,Activo,bg,banco_bbva_peru,2021-01
1508.12,fondos_interbancarios,0.0,Activo,bg,banco_bbva_peru,2021-01
1508.13,inversiones,0.0,Activo,bg,banco_bbva_peru,2021-01
1508.14,creditos,573662.645,Activo,bg,banco_bbva_peru,2021-01
1508.15,cuentas_por_cobrar,0.0,Activo,bg,banco_bbva_peru,2021-01
16,bienes_realizables_recibidos_en_pago_y_adjudicados_netos,32123.871,Activo,bg,banco_bbva_peru,2021-01
18,inmuebles_mobiliario_y_equipo_neto,1004158.807,Activo,bg,banco_bbva_peru,2021-01
19,otros_activos,2598341.79,Activo,bg,banco_bbva_peru,2021-01
1,activo,110469271.812,Activo,bg,banco_bbva_peru,2021-01
21,obligaciones_con_el_publico,70703892.159,Pasivo,bg,banco_bbva_peru,2021-01
2101,depositos_a_la_vista,28582291.581,Pasivo,bg,banco_bbva_peru,2021-01
2102,depositos_de_ahorro,24665525.427,Pasivo,bg,banco_bbva_peru,2021-01
2103,depositos_a_plazo,16604637.735,Pasivo,bg,banco_bbva_peru,2021-01
2103.02,certificados_bancarios_y_de_depositos,9294.969,Pasivo,bg,banco_bbva_peru,2021-01
2103.03,cuentas_a_plazo,13296318.409,Pasivo,bg,banco_bbva_peru,2021-01
2103.05,cts,3298193.316,Pasivo,bg,banco_bbva_peru,2021-01
2103.09,otros,831.04,Pasivo,bg,banco_bbva_peru,2021-01
2107,depositos_restringidos,69133.25,Pasivo,bg,banco_bbva_peru,2021-01
2108,otras_obligaciones,782304.164,Pasivo,bg,banco_bbva_peru,2021-01
2108.01,a_la_vista,782304.164,Pasivo,bg,banco_bbva_peru,2021-01
2108.02,relacionadas_con_inversiones,0.0,Pasivo,bg,banco_bbva_peru,2021-01
23,depositos_del_sistema_financiero_y_organismos_internacionales,3414773.95,Pasivo,bg,banco_bbva_peru,2021-01
2301,depositos_a_la_vista,2577841.637,Pasivo,bg,banco_bbva_peru,2021-01
2302,depositos_de_ahorro,99573.082,Pasivo,bg,banco_bbva_peru,2021-01
2303,depositos_a_plazo,737359.23,Pasivo,bg,banco_bbva_peru,2021-01
22,fondos_interbancarios,0.0,Pasivo,bg,banco_bbva_peru,2021-01
24,adeudos_y_obligaciones_financieras,2030704.171,Pasivo,bg,banco_bbva_peru,2021-01
2403,instituciones_del_pais,579997.751,Pasivo,bg,banco_bbva_peru,2021-01
2405,instituciones_del_exterior_y_organismos_internacionales,1450706.419,Pasivo,bg,banco_bbva_peru,2021-01
2808,obligaciones_en_circulacion_no_subordinadas,3165903.089,Pasivo,bg,banco_bbva_peru,2021-01
2804,bonos_de_arrendamiento_financiero,0.0,Pasivo,bg,banco_bbva_peru,2021-01
2805,instrumentos_hipotecarios,0.0,Pasivo,bg,banco_bbva_peru,2021-01
2807,otros_instrumentos_de_deuda,3165903.089,Pasivo,bg,banco_bbva_peru,2021-01
25,cuentas_por_pagar,17286151.018,Pasivo,bg,banco_bbva_peru,2021-01
2001,intereses_y_otros_gastos_por_pagar,251658.157,Pasivo,bg,banco_bbva_peru,2021-01
2001.21,obligaciones_con_el_publico,109804.795,Pasivo,bg,banco_bbva_peru,2021-01
2001.23,depositos_del_sistema_financiero_y_organismos_internacionales,7143.484,Pasivo,bg,banco_bbva_peru,2021-01
2001.22,fondos_interbancarios,0.0,Pasivo,bg,banco_bbva_peru,2021-01
2001.24,adeudos_y_obligaciones_financieras,8862.849,Pasivo,bg,banco_bbva_peru,2021-01
2001.28,obligaciones_en_circulacion_no_subordinadas,55467.467,Pasivo,bg,banco_bbva_peru,2021-01
2001.25,cuentas_por_pagar,70379.561,Pasivo,bg,banco_bbva_peru,2021-01
29,otros_pasivos,1484625.439,Pasivo,bg,banco_bbva_peru,2021-01
27,provisiones,908368.48,Pasivo,bg,banco_bbva_peru,2021-01
2701,creditos_indirectos,241486.465,Pasivo,bg,banco_bbva_peru,2021-01
2702,otras_provisiones,666882.014,Pasivo,bg,banco_bbva_peru,2021-01
28,obligaciones_en_circulacion_subordinadas,1801559.473,Pasivo,bg,banco_bbva_peru,2021-01
2,pasivo,101047635.94,Pasivo,bg,banco_bbva_peru,2021-01
3,patrimonio,9421635.871,Patrimonio,bg,banco_bbva_peru,2021-01
31,capital_social,6529169.237,Patrimonio,bg,banco_bbva_peru,2021-01
32,capital_adicional,0.0,Patrimonio,bg,banco_bbva_peru,2021-01
33,reservas,1831131.166,Patrimonio,bg,banco_bbva_peru,2021-01
35,ajustes_al_patrimonio,105971.147,Patrimonio,bg,banco_bbva_peru,2021-01
38,resultados_acumulados,896620.638,Patrimonio,bg,banco_bbva_peru,2021-01
39,resultado_neto_del_ejercicio,58743.682,Patrimonio,bg,banco_bbva_peru,2021-01
3901,total_pasivo_y_patrimonio,110469271.812,Patrimonio,bg,banco_bbva_peru,2021-01
7,contingentes,71291134.222,Contingentes,bg,banco_bbva_peru,2021-01
7101,avales_cartas_fianza_cartas_de_credito_y_aceptaciones_bancarias,20681109.499,Contingentes,bg,banco_bbva_peru,2021-01
7105,lineas_de_credito_no_utilizadas_y_creditos_concedidos_no_desembolsados,14298819.808,Contingentes,bg,banco_bbva_peru,2021-01
7106,instrumentos_financieros_derivados,36305382.514,Contingentes,bg,banco_bbva_peru,2021-01
7110,otras_cuentas_contingentes,5822.4,Contingentes,bg,banco_bbva_peru,2021-01
11,disponible,495056.407,Activo,bg,banco_de_comercio,2021-01
1101,caja,56331.497,Activo,bg,banco_de_comercio,2021-01
1103,bancos_y_corresponsales,403482.938,Activo,bg,banco_de_comercio,2021-01
1105,canje,868.922,Activo,bg,banco_de_comercio,2021-01
1109,otros,34373.048,Activo,bg,banco_de_comercio,2021-01
12,fondos_interbancarios,0.0,Activo,bg,banco_de_comercio,2021-01
13,inversiones_netas_de_provisiones,139371.081,Activo,bg,banco_de_comercio,2021-01
1301,inversiones_a_valor_razonable_con_cambios_en_resultados,0.0,Activo,bg,banco_de_comercio,2021-01
1303,inversiones_disponibles_para_la_venta,111901.238,Activo,bg,banco_de_comercio,2021-01
1305,inversiones_a_vencimiento,0.0,Activo,bg,banco_de_comercio,2021-01
17,inversiones_en_subsidiarias_asociadas_y_negocios_conjuntos,27469.842,Activo,bg,banco_de_comercio,2021-01
1306,inversiones_en_commodities,0.0,Activo,bg,banco_de_comercio,2021-01
1309,provisiones,0.0,Activo,bg,banco_de_comercio,2021-01
14,creditos_netos_de_provisiones_y_de_ingresos_no_devengados,1625791.252,Activo,bg,banco_de_comercio,2021-01
1401,vigentes,1631789.381,Activo,bg,banco_de_comercio,2021-01
1401.07.01,cuentas_corrientes,12.555,Activo,bg,banco_de_comercio,2021-01
1401.07.02,tarjetas_de_credito,2629.772,Activo,bg,banco_de_comercio,2021-01
1401.07.05,descuentos,2952.039,Activo,bg,banco_de_comercio,2021-01
1401.07.10,factoring,0.0,Activo,bg,banco_de_comercio,2021-01
1401.07.06,prestamos,1489724.613,Activo,bg,banco_de_comercio,2021-01
1401.07.11,arrendamiento_financiero,5837.861,Activo,bg,banco_de_comercio,2021-01
1401.04,hipotecarios_para_vivienda,78870.943,Activo,bg,banco_de_comercio,2021-01
1401.07.26,comercio_exterior,43100.091,Activo,bg,banco_de_comercio,2021-01
1401.07.21,creditos_por_liquidar,0.0,Activo,bg,banco_de_comercio,2021-01
1401.04.99,otros,8661.503,Activo,bg,banco_de_comercio,2021-01
1403,refinanciados_y_reestructurados,61907.396,Activo,bg,banco_de_comercio,2021-01
1404,atrasados,59199.89,Activo,bg,banco_de_comercio,2021-01
1405,vencidos,28233.444,Activo,bg,banco_de_comercio,2021-01
1406,en_cobranza_judicial,30966.446,Activo,bg,banco_de_comercio,2021-01
1409,provisiones,-125092.592,Activo,bg,banco_de_comercio,2021-01
1410,intereses_y_comisiones_no_devengados,-2012.824,Activo,bg,banco_de_comercio,2021-01
15,cuentas_por_cobrar_netas_de_provisiones,3950.584,Activo,bg,banco_de_comercio,2021-01
1508,rendimientos_por_cobrar,20570.952,Activo,bg,banco_de_comercio,2021-01
1508.11,disponible,38.934,Activo,bg,banco_de_comercio,2021-01
1508.12,fondos_interbancarios,0.0,Activo,bg,banco_de_comercio,2021-01
1508.13,inversiones,0.0,Activo,bg,banco_de_comercio,2021-01
1508.14,creditos,20532.017,Activo,bg,banco_de_comercio,2021-01
1508.15,cuentas_por_cobrar,0.0,Activo,bg,banco_de_comercio,2021-01
16,bienes_realizables_recibidos_en_pago_y_adjudicados_netos,462.245,Activo,bg,banco_de_comercio,2021-01
18,inmuebles_mobiliario_y_equipo_neto,31999.293,Activo,bg,banco_de_comercio,2021-01
19,otros_activos,41546.816,Activo,bg,banco_de_comercio,2021-01
1,activo,2358748.634,Activo,bg,banco_de_comercio,2021-01
21,obligaciones_con_el_publico,1538087.294,Pasivo,bg,banco_de_comercio,2021-01
2101,depositos_a_la_vista,113556.109,Pasivo,bg,banco_de_comercio,2021-01
2102,depositos_de_ahorro,242587.676,Pasivo,bg,banco_de_comercio,2021-01
2103,depositos_a_plazo,1122125.524,Pasivo,bg,banco_de_comercio,2021-01
2103.02,certificados_bancarios_y_de_depositos,145.747,Pasivo,bg,banco_de_comercio,2021-01
2103.03,cuentas_a_plazo,857273.34,Pasivo,bg,banco_de_comercio,2021-01
2103.05,cts,264649.779,Pasivo,bg,banco_de_comercio,2021-01
2103.09,otros,56.657,Pasivo,bg,banco_de_comercio,2021-01
2107,depositos_restringidos,49605.596,Pasivo,bg,banco_de_comercio,2021-01
2108,otras_obligaciones,10212.387,Pasivo,bg,banco_de_comercio,2021-01
2108.01,a_la_vista,10212.387,Pasivo,bg,banco_de_comercio,2021-01
2108.02,relacionadas_con_inversiones,0.0,Pasivo,bg,banco_de_comercio,2021-01
23,depositos_del_sistema_financiero_y_organismos_internacionales,27032.665,Pasivo,bg,banco_de_comercio,2021-01
2301,depositos_a_la_vista,32.665,Pasivo,bg,banco_de_comercio,2021-01
2302,depositos_de_ahorro,0.0,Pasivo,bg,banco_de_comercio,2021-01
2303,depositos_a_plazo,27000.0,Pasivo,bg,banco_de_comercio,2021-01
22,fondos_interbancarios,0.0,Pasivo,bg,banco_de_comercio,2021-01
24,adeudos_y_obligaciones_financieras,148596.858,Pasivo,bg,banco_de_comercio,2021-01
2403,instituciones_del_pais,133070.523,Pasivo,bg,banco_de_comercio,2021-01
2405,instituciones_del_exterior_y_organismos_internacionales,15526.335,Pasivo,bg,banco_de_comercio,2021-01
2808,obligaciones_en_circulacion_no_subordinadas,0.0,Pasivo,bg,banco_de_comercio,2021-01
2804,bonos_de_arrendamiento_financiero,0.0,Pasivo,bg,banco_de_comercio,2021-01
2805,instrumentos_hipotecarios,0.0,Pasivo,bg,banco_de_comercio,2021-01
2807,otros_instrumentos_de_deuda,0.0,Pasivo,bg,banco_de_comercio,2021-01
25,cuentas_por_pagar,156430.166,Pasivo,bg,banco_de_comercio,2021-01
2001,intereses_y_otros_gastos_por_pagar,27381.975,Pasivo,bg,banco_de_comercio,2021-01
2001.21,obligaciones_con_el_publico,25445.865,Pasivo,bg,banco_de_comercio,2021-01
2001.23,depositos_del_sistema_financiero_y_organismos_internacionales,142.925,Pasivo,bg,banco_de_comercio,2021-01
2001.22,fondos_interbancarios,0.0,Pasivo,bg,banco_de_comercio,2021-01
2001.24,adeudos_y_obligaciones_financieras,846.872,Pasivo,bg,banco_de_comercio,2021-01
2001.28,obligaciones_en_circulacion_no_subordinadas,0.0,Pasivo,bg,banco_de_comercio,2021-01
2001.25,cuentas_por_pagar,946.312,Pasivo,bg,banco_de_comercio,2021-01
29,otros_pasivos,30151.744,Pasivo,bg,banco_de_comercio,2021-01
27,provisiones,7273.326,Pasivo,bg,banco_de_comercio,2021-01
2701,creditos_indirectos,5705.23,Pasivo,bg,banco_de_comercio,2021-01
2702,otras_provisiones,1568.096,Pasivo,bg,banco_de_comercio,2021-01
28,obligaciones_en_circulacion_subordinadas,60979.262,Pasivo,bg,banco_de_comercio,2021-01
2,pasivo,1995933.294,Pasivo,bg,banco_de_comercio,2021-01
3,patrimonio,362815.34,Patrimonio,bg,banco_de_comercio,2021-01
31,capital_social,308918.921,Patrimonio,bg,banco_de_comercio,2021-01
32,capital_adicional,0.0,Patrimonio,bg,banco_de_comercio,2021-01
33,reservas,28688.972,Patrimonio,bg,banco_de_comercio,2021-01
35,ajustes_al_patrimonio,20.078,Patrimonio,bg,banco_de_comercio,2021-01
38,resultados_acumulados,23348.242,Patrimonio,bg,banco_de_comercio,2021-01
39,resultado_neto_del_ejercicio,1839.126,Patrimonio,bg,banco_de_comercio,2021-01
3901,total_pasivo_y_patrimonio,2358748.634,Patrimonio,bg,banco_de_comercio,2021-01
7,contingentes,147398.135,Contingentes,bg,banco_de_comercio,2021-01
7101,avales_cartas_fianza_cartas_de_credito_y_aceptaciones_bancarias,79240.125,Contingentes,bg,banco_de_comercio,2021-01
7105,lineas_de_credito_no_utilizadas_y_creditos_concedidos_no_desembolsados,68158.01,Contingentes,bg,banco_de_comercio,2021-01
7106,instrumentos_financieros_derivados,0.0,Contingentes,bg,banco_de_comercio,2021-01
7110,otras_cuentas_contingentes,0.0,Contingentes,bg,banco_de_comercio,2021-01
11,disponible,31685756.987,Activo,bg,banco_de_credito_del_peru,2021-01
1101,caja,3495739.035,Activo,bg,banco_de_credito_del_peru,2021-01
1103,bancos_y_corresponsales,26708688.821,Activo,bg,banco_de_credito_del_peru,2021-01
1105,canje,124375.705,Activo,bg,banco_de_credito_del_peru,2021-01
1109,otros,1356953.425,Activo,bg,banco_de_credito_del_peru,2021-01
12,fondos_interbancarios,107350.5,Activo,bg,banco_de_credito_del_peru,2021-01
13,inversiones_netas_de_provisiones,40749598.045,Activo,bg,banco_de_credito_del_peru,2021-01
1301,inversiones_a_valor_razonable_con_cambios_en_resultados,2736476.781,Activo,bg,banco_de_credito_del_peru,2021-01
1303,inversiones_disponibles_para_la_venta,29434719.42,Activo,bg,banco_de_credito_del_peru,2021-01
1305,inversiones_a_vencimiento,4651646.508,Activo,bg,banco_de_credito_del_peru,2021-01
17,inversiones_en_subsidiarias_asociadas_y_negocios_conjuntos,3931777.409,Activo,bg,banco_de_credito_del_peru,2021-01
1306,inversiones_en_commodities,0.0,Activo,bg,banco_de_credito_del_peru,2021-01
1309,provisiones,-5022.074,Activo,bg,banco_de_credito_del_peru,2021-01
14,creditos_netos_de_provisiones_y_de_ingresos_no_devengados,104189182.787,Activo,bg,banco_de_credito_del_peru,2021-01
1401,vigentes,106205519.883,Activo,bg,banco_de_credito_del_peru,2021-01
1401.07.01,cuentas_corrientes,87239.446,Activo,bg,banco_de_credito_del_peru,2021-01
1401.07.02,tarjetas_de_credito,5289100.085,Activo,bg,banco_de_credito_del_peru,2021-01
1401.07.05,descuentos,1365503.582,Activo,bg,banco_de_credito_del_peru,2021-01
1401.07.10,factoring,2052962.073,Activo,bg,banco_de_credito_del_peru,2021-01
1401.07.06,prestamos,69584499.615,Activo,bg,banco_de_credito_del_peru,2021-01
1401.07.11,arrendamiento_financiero,5760339.995,Activo,bg,banco_de_credito_del_peru,2021-01
1401.04,hipotecarios_para_vivienda,16886571.051,Activo,bg,banco_de_credito_del_peru,2021-01
1401.07.26,comercio_exterior,2544302.293,Activo,bg,banco_de_credito_del_peru,2021-01
1401.07.21,creditos_por_liquidar,0.0,Activo,bg,banco_de_credito_del_peru,2021-01
1401.04.99,otros,2635001.738,Activo,bg,banco_de_credito_del_peru,2021-01
1403,refinanciados_y_reestructurados,1553119.836,Activo,bg,banco_de_credito_del_peru,2021-01
1404,atrasados,3481588.875,Activo,bg,banco_de_credito_del_peru,2021-01
1405,vencidos,2076282.862,Activo,bg,banco_de_credito_del_peru,2021-01
1406,en_cobranza_judicial,1405306.012,Activo,bg,banco_de_credito_del_peru,2021-01
1409,provisiones,-6922057.884,Activo,bg,banco_de_credito_del_peru,2021-01
1410,intereses_y_comisiones_no_devengados,-128987.923,Activo,bg,banco_de_credito_del_peru,2021-01
15,cuentas_por_cobrar_netas_de_provisiones,2471349.993,Activo,bg,banco_de_credito_del_peru,2021-01
1508,rendimientos_por_cobrar,759742.204,Activo,bg,banco_de_credito_del_peru,2021-01
1508.11,disponible,464.584,Activo,bg,banco_de_credito_del_peru,2021-01
1508.12,fondos_interbancarios,2.216,Activo,bg,banco_de_credito_del_peru,2021-01
1508.13,inversiones,0.0,Activo,bg,banco_de_credito_del_peru,2021-01
1508.14,creditos,759275.403,Activo,bg,banco_de_credito_del_peru,2021-01
1508.15,cuentas_por_cobrar,0.0,Activo,bg,banco_de_credito_del_peru,2021-01
16,bienes_realizables_recibidos_en_pago_y_adjudicados_netos,54861.282,Activo,bg,banco_de_credito_del_peru,2021-01
18,inmuebles_mobiliario_y_equipo_neto,1035339.012,Activo,bg,banco_de_credito_del_peru,2021-01
19,otros_activos,3143198.99,Activo,bg,banco_de_credito_del_peru,2021-01
1,activo,184196379.803,Activo,bg,banco_de_credito_del_peru,2021-01
21,obligaciones_con_el_publico,117337699.04,Pasivo,bg,banco_de_credito_del_peru,2021-01
2101,depositos_a_la_vista,49320259.567,Pasivo,bg,banco_de_credito_del_peru,2021-01
2102,depositos_de_ahorro,44215218.717,Pasivo,bg,banco_de_credito_del_peru,2021-01
2103,depositos_a_plazo,21756703.019,Pasivo,bg,banco_de_credito_del_peru,2021-01
2103.02,certificados_bancarios_y_de_depositos,1218597.232,Pasivo,bg,banco_de_credito_del_peru,2021-01
2103.03,cuentas_a_plazo,13211583.119,Pasivo,bg,banco_de_credito_del_peru,2021-01
2103.05,cts,7323593.572,Pasivo,bg,banco_de_credito_del_peru,2021-01
2103.09,otros,2929.095,Pasivo,bg,banco_de_credito_del_peru,2021-01
2107,depositos_restringidos,28638.957,Pasivo,bg,banco_de_credito_del_peru,2021-01
2108,otras_obligaciones,2016878.777,Pasivo,bg,banco_de_credito_del_peru,2021-01
2108.01,a_la_vista,2016878.777,Pasivo,bg,banco_de_credito_del_peru,2021-01
2108.02,relacionadas_con_inversiones,0.0,Pasivo,bg,banco_de_credito_del_peru,2021-01
23,depositos_del_sistema_financiero_y_organismos_internacionales,1809211.603,Pasivo,bg,banco_de_credito_del_peru,2021-01
2301,depositos_a_la_vista,520183.826,Pasivo,bg,banco_de_credito_del_peru,2021-01
2302,depositos_de_ahorro,71441.551,Pasivo,bg,banco_de_credito_del_peru,2021-01
2303,depositos_a_plazo,1217586.226,Pasivo,bg,banco_de_credito_del_peru,2021-01
22,fondos_interbancarios,0.0,Pasivo,bg,banco_de_credito_del_peru,2021-01
24,adeudos_y_obligaciones_financieras,6617568.542,Pasivo,bg,banco_de_credito_del_peru,2021-01
2403,instituciones_del_pais,3411554.747,Pasivo,bg,banco_de_credito_del_peru,2021-01
2405,instituciones_del_exterior_y_organismos_internacionales,3206013.795,Pasivo,bg,banco_de_credito_del_peru,2021-01
2808,obligaciones_en_circulacion_no_subordinadas,8874454.199,Pasivo,bg,banco_de_credito_del_peru,2021-01
2804,bonos_de_arrendamiento_financiero,0.0,Pasivo,bg,banco_de_credito_del_peru,2021-01
2805,instrumentos_hipotecarios,0.0,Pasivo,bg,banco_de_credito_del_peru,2021-01
2807,otros_instrumentos_de_deuda,8874454.199,Pasivo,bg,banco_de_credito_del_peru,2021-01
25,cuentas_por_pagar,26014081.696,Pasivo,bg,banco_de_credito_del_peru,2021-01
2001,intereses_y_otros_gastos_por_pagar,308711.172,Pasivo,bg,banco_de_credito_del_peru,2021-01
2001.21,obligaciones_con_el_publico,36820.975,Pasivo,bg,banco_de_credito_del_peru,2021-01
2001.23,depositos_del_sistema_financiero_y_organismos_internacionales,-134.307,Pasivo,bg,banco_de_credito_del_peru,2021-01
2001.22,fondos_interbancarios,0.0,Pasivo,bg,banco_de_credito_del_peru,2021-01
2001.24,adeudos_y_obligaciones_financieras,44715.584,Pasivo,bg,banco_de_credito_del_peru,2021-01
2001.28,obligaciones_en_circulacion_no_subordinadas,94215.2,Pasivo,bg,banco_de_credito_del_peru,2021-01
2001.25,cuentas_por_pagar,133093.719,Pasivo,bg,banco_de_credito_del_peru,2021-01
29,otros_pasivos,769518.821,Pasivo,bg,banco_de_credito_del_peru,2021-01
27,provisiones,647770.316,Pasivo,bg,banco_de_credito_del_peru,2021-01
2701,creditos_indirectos,414467.993,Pasivo,bg,banco_de_credito_del_peru,2021-01
2702,otras_provisiones,233302.322,Pasivo,bg,banco_de_credito_del_peru,2021-01
28,obligaciones_en_circulacion_subordinadas,3001119.883,Pasivo,bg,banco_de_credito_del_peru,2021-01
2,pasivo,165380135.277,Pasivo,bg,banco_de_credito_del_peru,2021-01
3,patrimonio,18816244.525,Patrimonio,bg,banco_de_credito_del_peru,2021-01
31,capital_social,11067386.717,Patrimonio,bg,banco_de_credito_del_peru,2021-01
32,capital_adicional,0.0,Patrimonio,bg,banco_de_credito_del_peru,2021-01
33,reservas,6166670.152,Patrimonio,bg,banco_de_credito_del_peru,2021-01
35,ajustes_al_patrimonio,554702.927,Patrimonio,bg,banco_de_credito_del_peru,2021-01
38,resultados_acumulados,832931.266,Patrimonio,bg,banco_de_credito_del_peru,2021-01
39,resultado_neto_del_ejercicio,194553.462,Patrimonio,bg,banco_de_credito_del_peru,2021-01
3901,total_pasivo_y_patrimonio,184196379.803,Patrimonio,bg,banco_de_credito_del_peru,2021-01
7,contingentes,118387273.858,Contingentes,bg,banco_de_credito_del_peru,2021-01
7101,avales_cartas_fianza_cartas_de_credito_y_aceptaciones_bancarias,20950085.341,Contingentes,bg,banco_de_credito_del_peru,2021-01
7105,lineas_de_credito_no_utilizadas_y_creditos_concedidos_no_desembolsados,71019994.964,Contingentes,bg,banco_de_credito_del_peru,2021-01
7106,instrumentos_financieros_derivados,26404734.498,Contingentes,bg,banco_de_credito_del_peru,2021-01
7110,otras_cuentas_contingentes,12459.054,Contingentes,bg,banco_de_credito_del_peru,2021-01
11,disponible,2127926.201,Activo,bg,banco_pichincha,2021-01
1101,caja,367826.293,Activo,bg,banco_pichincha,2021-01
1103,bancos_y_corresponsales,1737236.834,Activo,bg,banco_pichincha,2021-01
1105,canje,9199.19,Activo,bg,banco_pichincha,2021-01
1109,otros,13663.883,Activo,bg,banco_pichincha,2021-01
12,fondos_interbancarios,0.0,Activo,bg,banco_pichincha,2021-01
13,inversiones_netas_de_provisiones,507021.629,Activo,bg,banco_pichincha,2021-01
1301,inversiones_a_valor_razonable_con_cambios_en_resultados,0.0,Activo,bg,banco_pichincha,2021-01
1303,inversiones_disponibles_para_la_venta,339029.395,Activo,bg,banco_pichincha,2021-01
1305,inversiones_a_vencimiento,137331.175,Activo,bg,banco_pichincha,2021-01
17,inversiones_en_subsidiarias_asociadas_y_negocios_conjuntos,36190.126,Activo,bg,banco_pichincha,2021-01
1306,inversiones_en_commodities,0.0,Activo,bg,banco_pichincha,2021-01
1309,provisiones,-5529.068,Activo,bg,banco_pichincha,2021-01
14,creditos_netos_de_provisiones_y_de_ingresos_no_devengados,7877982.229,Activo,bg,banco_pichincha,2021-01
1401,vigentes,7750051.681,Activo,bg,banco_pichincha,2021-01
1401.07.01,cuentas_corrientes,7775.112,Activo,bg,banco_pichincha,2021-01
1401.07.02,tarjetas_de_credito,444426.668,Activo,bg,banco_pichincha,2021-01
1401.07.05,descuentos,191553.704,Activo,bg,banco_pichincha,2021-01
1401.07.10,factoring,32025.013,Activo,bg,banco_pichincha,2021-01
1401.07.06,prestamos,4223160.802,Activo,bg,banco_pichincha,2021-01
1401.07.11,arrendamiento_financiero,309598.369,Activo,bg,banco_pichincha,2021-01
1401.04,hipotecarios_para_vivienda,1079311.233,Activo,bg,banco_pichincha,2021-01
1401.07.26,comercio_exterior,679236.242,Activo,bg,banco_pichincha,2021-01
1401.07.21,creditos_por_liquidar,0.0,Activo,bg,banco_pichincha,2021-01
1401.04.99,otros,782964.535,Activo,bg,banco_pichincha,2021-01
1403,refinanciados_y_reestructurados,351015.7,Activo,bg,banco_pichincha,2021-01
1404,atrasados,465191.671,Activo,bg,banco_pichincha,2021-01
1405,vencidos,270079.923,Activo,bg,banco_pichincha,2021-01
1406,en_cobranza_judicial,195111.748,Activo,bg,banco_pichincha,2021-01
1409,provisiones,-657579.843,Activo,bg,banco_pichincha,2021-01
1410,intereses_y_comisiones_no_devengados,-30696.981,Activo,bg,banco_pichincha,2021-01
15,cuentas_por_cobrar_netas_de_provisiones,57766.305,Activo,bg,banco_pichincha,2021-01
1508,rendimientos_por_cobrar,158156.522,Activo,bg,banco_pichincha,2021-01
1508.11,disponible,63.014,Activo,bg,banco_pichincha,2021-01
1508.12,fondos_interbancarios,0.0,Activo,bg,banco_pichincha,2021-01
1508.13,inversiones,0.0,Activo,bg,banco_pichincha,2021-01
1508.14,creditos,148448.967,Activo,bg,banco_pichincha,2021-01
1508.15,cuentas_por_cobrar,9644.541,Activo,bg,banco_pichincha,2021-01
