insertId,jsonPayload.application_id,jsonPayload.class,jsonPayload.component,jsonPayload.executor_id,jsonPayload.filename,jsonPayload.level,jsonPayload.message,"'labels.""dataproc.googleapis.com/resource_id""","'labels.""dataproc.googleapis.com/resource_name""",logName,receiveLocation,receiveTimestamp,resource.labels.batch_id,resource.labels.location,resource.labels.project_id,resource.type,severity,timestamp
lp7ojue497xauutma,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + echo 'Component spark took 8s to activate'",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450932323Z"
lp7ojue497xauutlz,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + local -r runtime_s=8",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450931336Z"
lp7ojue497xauutly,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + local -r end=1765864258.536199886",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450930401Z"
lp7ojue497xauutlx,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: ++ date +%s.%N",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450929482Z"
lp7ojue497xauutlw,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + [[ Worker == \M\a\s\t\e\r ]]",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450928561Z"
lp7ojue497xauutlv,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + role=Worker",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450927639Z"
lp7ojue497xauutlu,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: ++ set +x",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450926717Z"
lp7ojue497xauutlt,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: ++ get_dataproc_metadata DATAPROC_METADATA_ROLE attributes/dataproc-role",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450925791Z"
lp7ojue497xauutls,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: ++ get_metadata_role",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450924829Z"
lp7ojue497xauutlr,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + local role",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450923896Z"
lp7ojue497xauutlq,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + should_start_spark_connect",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450922969Z"
lp7ojue497xauutlp,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + [[ serverless-spark == \s\t\a\n\d\a\r\d ]]",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450922043Z"
lp7ojue497xauutlo,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + should_start_history_server",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450921112Z"
lp7ojue497xauutln,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: Service up on host=gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 port=7078 name=spark-worker.",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450920183Z"
lp7ojue497xauutlm,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + echo 'Service up on host=gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 port=7078 name=spark-worker.'",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450919260Z"
lp7ojue497xauutll,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + loginfo 'Service up on host=gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 port=7078 name=spark-worker.'",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450918305Z"
lp7ojue497xauutlk,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: + return 0",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450917302Z"
lp7ojue497xauutlj,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: 'nc -v -z -w 1 gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 7078' succeeded after 3 execution(s).",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450916348Z"
lp7ojue497xauutli,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:58 startup-script[1437]: <13>Dec 16 05:50:58 activate-component-spark[2720]: Connection to gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 (10.194.0.21) 7078 port [tcp/*] succeeded!",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450915417Z"
lp7ojue497xauutlh,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:57 startup-script[1437]: + sleep 1",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450914304Z"
lp7ojue497xauutlg,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:57 startup-script[1437]: + [[ ! -f /tmp/dataproc/commands/2720.exitcode ]]",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450913340Z"
lp7ojue497xauutlf,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:57 startup-script[1437]: <13>Dec 16 05:50:57 activate-component-spark[2720]: nc: connect to gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 (10.194.0.21) port 7078 (tcp) failed: Connection refused",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450912339Z"
lp7ojue497xauutle,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: + sleep 1",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450911405Z"
lp7ojue497xauutld,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: + [[ ! -f /tmp/dataproc/commands/2720.exitcode ]]",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450910473Z"
lp7ojue497xauutlc,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: 'nc -v -z -w 1 gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 7078' attempt 1/200 failed! Sleeping 1s.",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450909520Z"
lp7ojue497xauutlb,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: nc: connect to gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 (10.194.0.21) port 7078 (tcp) failed: Connection refused",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450908590Z"
lp7ojue497xauutla,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: About to run 'nc -v -z -w 1 gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 7078' with retries...",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450907654Z"
lp7ojue497xauutkz,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + set +x",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450906703Z"
lp7ojue497xauutky,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + [[ -o xtrace ]]",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450905783Z"
lp7ojue497xauutkx,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + local reenable_x=false",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450904851Z"
lp7ojue497xauutkw,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + local -r max_retries=200",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450903886Z"
lp7ojue497xauutkv,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + local -r cmd",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450902951Z"
lp7ojue497xauutku,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + cmd=('nc' '-v' '-z' '-w' '1' 'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0' '7078')",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450902015Z"
lp7ojue497xauutkt,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + local -r retry_delay=1",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450901094Z"
lp7ojue497xauutks,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + local -r max_retry_time=200",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450900143Z"
lp7ojue497xauutkr,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + retry_constant_custom 200 1 nc -v -z -w 1 gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 7078",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450899201Z"
lp7ojue497xauutkq,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: Waiting 200 seconds for service to come up on host=gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 port=7078 name=spark-worker.",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450898269Z"
lp7ojue497xauutkp,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + echo 'Waiting 200 seconds for service to come up on host=gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 port=7078 name=spark-worker.'",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450897194Z"
lp7ojue497xauutko,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + loginfo 'Waiting 200 seconds for service to come up on host=gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 port=7078 name=spark-worker.'",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450896190Z"
lp7ojue497xauutkn,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + local -r capped_timeout=200",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450895252Z"
lp7ojue497xauutkm,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + local -r timeout=200",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450894272Z"
lp7ojue497xauutkl,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + local -r port=7078",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450882237Z"
lp7ojue497xauutkk,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + local -r host=gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450881318Z"
lp7ojue497xauutkj,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + local -r name=spark-worker",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450880348Z"
lp7ojue497xauutki,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + wait_for_port spark-worker gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0 7078 200",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450879437Z"
lp7ojue497xauutkh,,,,,"'dataproc-startup-script.log",,"'<13>Dec 16 05:50:56 startup-script[1437]: <13>Dec 16 05:50:56 activate-component-spark[2720]: + wait_for_spark_worker",8713699897400708585,"'gdpic-srvls-batch-05885bcf-2746-4f07-a781-bf97f4b28f16-w-0","'projects/final-espinal-aguilar/logs/dataproc.googleapis.com%2Fstartup",,"'2025-12-16T05:52:45.976284970Z","'jb-medallion-20251216-054754","'southamerica-west1","'final-espinal-aguilar",cloud_dataproc_batch,,"'2025-12-16T05:52:44.450878494Z"
