nombre_colegio,departamento,total_postulantes,total_ingresantes
PNP PIN PRECURSORES DE LA INDEPENDENCIA NACIONAL,LIMA,1,0
MONSEÑOR. FIDEL OLIVAS ESCUDERO,ANCASH,1,1
IE 3051 EL MILAGRO,LIMA,1,0
I.E.P. SAN PIO X,LIMA,1,0
I.E.I 34309 PUERTO LAGUNA-RAYA,PASCO,1,0
LUISA ASTRAIN,CALLAO,1,0
I.E SU SANTIDAD JUAN PABLO II N 146,LIMA,1,0
JOSÉ DEL CARMEN MARIN ARISTA,LIMA,1,1
BRÍGIDA SILVA DE OCHOA,LIMA,1,0
PABLO FERMIN COSTA,HUANUCO,1,0
SIERVO DE JESUS,LIMA,1,0
IE 7230 LAS FLORES DE VILLA,LIMA,1,0
CORAZÓN DE MARIA MILAGROSA,LIMA,1,0
COLEGIO ADELISES,LIMA,1,0
I. E. SAGRADO CORAZÓN DE JESÚS,JUNIN,1,0
INSTITUCION EDUCATIVA ERNESTO DIEZ CANSECO,PASCO,1,0
SAN CLEMENTE,LIMA,1,0
WILLIAM SHAKESPEARE DE SANTA ANITA,LIMA,1,0
0649129,LIMA,1,0
IEP CORAZON DE BELEN,LAMBAYEQUE,1,0
VIRGEN DE LA PUERTA,LIMA,1,1
COLEGIO PRIVADO CLAUDIO GALENO,PUNO,1,1
MATER CRISTHIE,LIMA,1,0
I.E IZAGUIRRE DE ARIEL,LIMA,1,0
BHSCHOOL,LIMA,1,0
SACO OLIVEROS PRO,LIMA,1,0
I.E.T MX LUIS VALLEJOS SANTONI,CUSCO,1,0
INSTITUCION EDUCATIVA MIGUEL GRAU SEMINARIO,LIMA,1,0
IEP LICEO BERNHALD BOLZANO,LIMA,1,0
IE P.N.P 0149 CAP. JORGE CIEZA LACHOS,LIMA,1,0
MÁSTER UNI,LIMA,1,0
TM INGENIERO,LIMA,1,0
JESÚS REDENTOR 1086,LIMA,1,1
SAN FELIPE - COMAS,LIMA,1,0
JULIACA,PUNO,1,0
AMAUTA 1260,LIMA,1,0
I.E 5149 SAN JUAN BAUTISTA,CALLAO,1,0
FE Y ALEGRÍA 17,LIMA,1,0
COAR LORETO,LORETO,1,0
IGNACIA VELÁSQUEZ,SAN MARTIN,1,0
7086 LOS PRECURSORES,LIMA,1,0
MARICAL CACERES,AYACUCHO,1,0
I.E IVAN PAVLOV,LIMA,1,0
LUZ CASANOVA,LIMA,1,0
JUNIOR CÉSAR DE LOS RÍOS,CALLAO,1,0
IE 6051 MERCEDES INDACOCHEA,LIMA,1,0
PAMER,CALLAO,1,0
IE PEDRO RUIZ GALLO,LIMA,1,1
IE 5033 LAS 200 MILLAS,CALLAO,1,0
MELITON CARBAJAL,LIMA,1,0
ALEXANDER VON HUMBOLDT,TACNA,1,0
GENES II,LIMA,1,0
COLEGIO PITAGORAS,PUNO,1,0
COLEGIO SIGMA,PUNO,1,0
ANGELO PATRI,LIMA,1,1
CAP.ALIPIO PONCE VASQUEZ,LIMA,1,0
ISABEL LA CATÓLICA,LIMA,1,0
SANTA MARIA DE CERVELLO,ANCASH,1,0
COLEGIO LAS MERCEDES,PUNO,1,0
051 CLORINDA MATTO DE TURNER,LIMA,1,0
SANTA MARÍA,CALLAO,1,0
I.E. 20393 TUPAC AMARU_PAMPA LIBRE,LIMA,1,0
SANTO DOMINGO DE GUZMAN DE CARABAYLLO,LIMA,1,0
I.E. SAN VICENTE DE PAUL,JUNIN,1,1
SAN ANTONIO ABAD,CUSCO,1,0
VICTOR SANTANDER CASELLI,CUSCO,1,0
IE PNP JUAN LINARES ROJAS,CALLAO,1,0
COLEGIO SANTA MARÍA GORETTI,LIMA,1,0
UGEL 06,LIMA,1,0
ALFONSO RODRIGUEZ NAJARRO,APURIMAC,1,1
COLEGIO MATEMÁTICO AUNI BOSTON HIGH SCHOOL,LIMA,1,0
C.E.P SAN JUAN BOSCO,ANCASH,1,0
SAN IGNACIO DEL LOYOLA,PUNO,1,0
NUESTRA SEÑORA DEL SAGRADO CORAZON,LIMA,1,0
SALESIANOS SANTA ROSA,JUNIN,1,0
I.E 1204 VILLA JARDIN,LIMA,1,0
I.E.N°5142 VIRGEN DE GUADALUPE,CALLAO,1,0
MARISCAL RAMON CASTILLA1199,LIMA,1,1
SACO OLIVEROS DE PRO,LIMA,1,0
0139 GRAN AMAUTA MARIATEGUI,LIMA,1,0
I.E CARLOS PAREJA PAZ SOLDAN,LIMA,1,0
GRAN MARISCAL TORIBIO DEL LUZURIAGA,LIMA,1,0
INSTITUCION EDUCATIVA EMBLEMATICA MIGUEL GRAU,APURIMAC,1,0
SAN ISIDRO,CUSCO,1,0
JOSÉ DEL CARMEN MARÍN ARISTA,LIMA,1,0
CRISTO REY,LIMA,1,1
SANTA ROSA MILAGROSA 0136,LIMA,1,0
DORA MAYER,CALLAO,1,0
SOL DE ALEGRIA,LIMA,1,0
I.E N° 117 SIGNOS DE FE,LIMA,1,0
FE Y ALEGRIA Nº 2,LIMA,1,0
PATRON SANTIAGO DE YANACA,LIMA,1,1
I.E. N°116 ABRAHAM VALDELOMAR,LIMA,1,0
1217 JORGE BASADRE GROHMANN,LIMA,1,0
TORIBIO DE LUZURIAGA Y MEJIA,LIMA,1,0
LAS SALLE,PUNO,1,1
NUESTRA SEÑORA DE BELÉN,CALLAO,1,0
I.E RAUL PORRAS BARRENECHEA,LIMA,1,0
IEP LITERATO RICARDO PALMA,LIMA,1,1
NIÑO JESÚS DE PRAGA,LIMA,1,0
CALLAO,CALLAO,1,0
COLEGIO LOS PEREGRINOS,LIMA,1,0
PASCUAL SACO OLIVEROS BARRANCO,LIMA,1,0
INGENIERA,LIMA,1,0
JULIO ALBERTO PONCE ANTÚNEZ DE MAYOLO,LIMA,1,0
MANUEL CEOANE CORRALES,AYACUCHO,1,0
C.E.P MIGUEL ÁNGEL ASTURIAS,LIMA,1,0
GALENO LIMA-SUR,LIMA,1,0
IEP CLAUDIO GALENO,PUNO,1,0
I.E.P. DEWEY W. HAWKING,ANCASH,1,0
COLEGIO FRANCISCANO SAN ROMÁN,PUNO,1,0
I.E 24 ROSA IRENE INFANTE DE CANALES,LIMA,1,0
SOR MARÍA DE LOS ÁNGELES,LIMA,1,1
IEP CESAR VALLEJO,LIMA,1,1
JOSE BALTA- SAN MARTIN DE PORRES,LIMA,1,0
IE 2023 AUGUSTO SALAZAR BONDY,LIMA,1,0
SAN JUAN BOSCO AYACUCHO,AYACUCHO,1,0
MONSEÑOR MARCOS LIBARDONI,LIMA,1,0
PATRICIA ANTONIA LÓPEZ 0097,LIMA,1,0
NIÑO JESUS,LIMA,1,0
PSJ.LAS PERAS -AA.HH EL PROGRESO IIISECTOR AMPL. C,LIMA,1,0
N° 143 SOLIDARIDAD II,LIMA,1,0
TRILCE VES,LIMA,1,0
JOHANNES GUTENBERG,AYACUCHO,1,0
JOHN SMITH COLLEGE,LIMA,1,0
I.E. P BENTHAM BREÑZ,LIMA,1,0
COPRODELI SAN MARTIN,CALLAO,1,0
MARIA REYNA DEL CIELO SCHOOL,LIMA,1,0
COLEGIO POLITECNICO REGIONAL LOS ANDES,PUNO,1,0
IEP JESUS OBRERO DE OLLANTAY,LIMA,1,1
IE 2022 PEDRO ABRAHAM VALDELOMAR PINTO,LIMA,1,0
PERUANO JAPONÉS 7213,LIMA,1,0
I.E MAX UHLE 7236,LIMA,1,0
0082 LA CANTUTA,LIMA,1,0
MARISCAL RAMÓN CASTILLA,TACNA,1,0
LEONARDO EULER,LIMA,1,1
LICEO NAVAL MONTERO,LIMA,1,0
JUAN FRANCISCO VELASCO ALVARADO,PUNO,1,0
KOREA SCIENCE ACADEMY OF KAIST,LIMA,1,0
ALCIDES SPELUCIN VEGA,LIMA,1,0
TRILCE VILLA MARIA DEL TRIUNFO,LIMA,1,0
CEBA INCA GARCILASO DE LA VEGA,PUNO,1,0
PASCUAL SACO OLIVEROS - SEDE AYACUCHO,AYACUCHO,1,0
I.E. NACIONES UNIDAS - 7062,LIMA,1,0
IE INNOVACION TECNOLOGICA DEL PERU,LIMA,1,0
JOSÉ MARÍA ARGUEDAS,CALLAO,1,0
FRANCISCO IZQUIERDO RÍOS,HUANCAVELICA,1,1
LOS INGENIEROS SCHOOL,LIMA,1,0
INDEPENDENCIA AMERICANA 145,LIMA,1,0
ENRIQUE GUZMÁN Y VALLE,LIMA,1,0
LOS ROSALES,LIMA,1,0
LOS INCAS,LIMA,1,1
SIMÓN BOLIVAR,PUNO,1,0
I.E. COMERCIO 62 ALMIRANTE MIGUEL GRAU,LIMA,1,0
I.E.PR. EVARISTE GALOIS,LIMA,1,0
MENOTTI BIFFI GARIBOTTO,LIMA,1,1
1487933,LIMA,1,1
IEP ISAAC NEWTON,HUANUCO,1,0
SAN VICENTE,LIMA,1,0
MANUEL GONZALEZ PRADA,LIMA,1,0
AUGUSTO SALAZAR BONDY,AYACUCHO,1,0
I.E.P. NUESTRA SEÑORA DE MONSERRAT - LOS OLIVOS,LIMA,1,1
LA ASUNCIÓN,LIMA,1,0
DUNI,JUNIN,1,1
MATER ET MAGISTRA,LIMA,1,1
JESÚS SACRAMENTADO DE CIENEGUILLA,LIMA,1,0
COPRODELI SANTA MARIA,CALLAO,1,0
20799 DANIEL ALCIDES CARRION,LIMA,1,0
JOSE CARLOS MARIATEGUI,JUNIN,1,0
CONSORCIO INGENIERÍA,CALLAO,1,0
I. E. TRINOMIO,PUNO,1,0
NUESTA SEÑORA DE LA MERCED,CALLAO,1,0
COLEGIO DE ALTO RENDIMIENTO SAN MARTÍN,SAN MARTIN,1,0
I.E.P COLEGIO CRISTIANO JERUSALEN,CALLAO,1,1
A-28 PERÚ BIRF,PUNO,1,1
I.E. FRANCISCO INKA,LIMA,1,0
NEWTON,LIMA,1,0
SAN VICENTE DE PAÚL,JUNIN,1,0
VIRGEN MILAGROSA,LIMA,1,1
IE MICAELA BASTIDAS DE CONDORCANQUI,LIMA,1,0
I.E.P. CLADIO GALENO,PUNO,1,0
I.E.E. BARTOLOMÉ HERRERA,LIMA,1,0
BOCA KIATARY,JUNIN,1,0
I.E.P SANTA CATALINA,LIMA,1,0
SEÑORDELPERDON,SAN MARTIN,1,0
COLEGIO CABANILLAS,PUNO,1,0
OLLANTAY,LIMA,1,0
I.E.S. PARROQUIAL JOSÉ MARÍA ARGUEDAS,AYACUCHO,1,0
MONITOR,LIMA,1,0
SANTA ROZA DE QUIVES,LIMA,1,0
FEDERICO VILLARREAL,HUANCAVELICA,1,0
MARÍA MEDALLA MILAGROSA,LIMA,1,0
I. E. 2086 PERÚ HOLANDA,LIMA,1,1
COLEGIO UNION DE ÑAÑA,LIMA,1,0
SAN ANTONIO DE PADUA DE SANTA MARIA DE CHOSICA,LIMA,1,0
COAR MADRE DE DIOS,MADRE DE DIOS,1,0
RAÚL PORRAS BARRENECHEA,CALLAO,1,1
SAN ISIDRO,PUNO,1,1
IEP SAN MARCOS,LIMA,1,0
I.E.P SACO OLIVEROS,LIMA,1,1
ASOCIACIÓN EDUCATIVA SACO OLIVEROS,LIMA,1,0
JOSÉ MARÍA ARGUEDAS,AYACUCHO,1,0
I.E. 106 ABRAHAM VALDELOMAR,LIMA,1,0
NUESTRA SEÑORA DEL PRADO,LIMA,1,0
PAMER LOS DURAZNOS,LIMA,1,0
SS CC RECOLETA,LIMA,1,0
SACO OLIVEROS SEDE SANTA BEATRIZ,LIMA,1,0
0169 SAN CARLOS,LIMA,1,0
INDIRA GANDHI,LIMA,1,1
NIKOLA TESLA,HUANCAVELICA,1,0
TUNAGASUCA,LIMA,1,0
LIBERTADOR SAN MARTÍN,LIMA,1,0
1231 JOSÉ LUIS BUSTAMANTE Y RIVERO,LIMA,1,0
INSTITUCIÓN EDUCATIVA 6100 SANTA MARÍA REYNA,LIMA,1,0
DANIEL ALCIDES CARRION 107,LIMA,1,0
7224 ELIAS AGUIRRE,LIMA,1,0
COLEGIO CÉSAR VALLEJO,LIMA,1,0
JAD - 1049,LIMA,1,0
SANTA ROSA DE LIMA 2001,LIMA,1,0
B.GROUP I.E.P,CALLAO,1,1
MIGUEL ANGEL,LIMA,1,0
IR 2091 MARISCAL ANDRÉS AVELINO CÁCERES,LIMA,1,0
JAVIER PULGAR VIDAL,HUANUCO,1,0
VICTOR ANDRES BELAUNDE 1112,LIMA,1,0
COLEGIO SANTO DOMINGO,LIMA,1,1
SANTA RITA DE CASIA,APURIMAC,1,0
86040 SUIZA PERUANA,ANCASH,1,0
IEP 3041 ANDRES BELLO,LIMA,1,0
I.E.P. JESÚS SALVADOR,CALLAO,1,0
SANTA ANA DE INGENIERÍA,LIMA,1,1
COLEGIO SANTO TOMÁS DE AQUINO,LIMA,1,1
I.E HERMAN BUSSE DE LA GUERRA,LIMA,1,0
MELCHORITA SARAVIA,ICA,1,1
1197 NICOLAS DE PIEROLA,LIMA,1,0
IE 15027 AMAUTA,PIURA,1,1
GUE JOSÉ ANTONIO ENCINAS,PUNO,1,0
I.E.P. VIRGEN DE GUADALUOE,LIMA,1,0
SACO OLIVEROS SEDE CIPRESES I,LIMA,1,0
I.E.P DIVINA MISERICORDIA,LIMA,1,1
GRAN BRETAÑA,LIMA,1,0
IEP LU SIN,LIMA,1,0
IEP. CLAUDIO GALENO,PUNO,1,0
COLEGIO JAMES BALDWIN,PUNO,1,0
ALBERT EISTEN,ANCASH,1,0
SANTA INÉS HUAYCÁN ATE,LIMA,1,0
REDIMER JESÚS,LIMA,1,1
1665132,LIMA,1,0
315439,LIMA,1,0
INSTITUCION EDUCATIVA MICAELA BASTIDAS 2089,LIMA,1,0
LOS SIERVOS DE JESUS,LIMA,1,0
VICTOR VALENZUELA GUARDIA,ANCASH,1,0
NUESTRA SEÑORA DEL VALLE,LIMA,1,0
JUAN BUSTAMANTE,PUNO,1,0
E.C. MIX 101 SHUJI KITAMURA,LIMA,1,0
IE JOSE MARTI,LIMA,1,1
NUESTRA SEÑORA DE FATIMA,AYACUCHO,1,0
SAINT PATRICK SCHOOL,LIMA,1,0
IE SACO OLIVEROS DE SANTA BEATRIZ,LIMA,1,0
PERUANO CANADIENSE,LIMA,1,0
IEP PAMER,LIMA,1,0
2088 REPÚBLICA FEDERAL DE ALEMANIA,LIMA,1,0
APLICACION SAN MARCOS,LIMA,1,0
CIENTÍFICO ISAAC NEWTON,LIMA,1,0
I.E PERÚ ESPAÑA 6099,LIMA,1,0
5033 LAS 200 MILLAS,CALLAO,1,0
IEP JULIO RAMÓN RIBEYRO,LIMA,1,0
I.E. DANIEL BECERRA OCAMPO,MOQUEGUA,1,0
PAMER - DURAZNOS,LIMA,1,0
JOSE MARIA ESCRIBA,LIMA,1,0
88203,ANCASH,1,0
THOR HEYERDAHL,LAMBAYEQUE,1,0
I.E.E. ALFONSO UGARTE 1071,LIMA,1,0
I.E.P NIÑO CHAPERITO,LIMA,1,0
0089 MANUEL GONZALES PRADA,LIMA,1,0
LAS MERCEDES,APURIMAC,1,1
WILLIAM SHAKEPEARE,LIMA,1,0
SALESIANO,CUSCO,1,1
GRAN AMAUTA MARIATEGUI 139,LIMA,1,0
DANIEL ALCIDES,LIMA,1,0
LAPLACE,AREQUIPA,1,1
TRILCE - WIESSE,LIMA,1,0
SACO OLIVEROS NUEVO SAN JUAN,LIMA,1,0
SAN IGNACIO DE RECALDE SCHOOL,LIMA,1,1
NUESTRA SEÑORA DE FÁTIMA AMPARAES,CUSCO,1,0
I.E.S. NUESTRA SEÑORA DEL CARMEN,PUNO,1,0
5168 ROSA LUZ,LIMA,1,0
SAN JORGE,LIMA,1,1
COLEGIO SAN IGNACIO DE LOYOLA DE PIURA,PIURA,1,1
SORANA DE LOS ANGELES 5080,CALLAO,1,0
GENES DEL NORTE,CALLAO,1,0
6051 MERCEDES INDACOCHEA,LIMA,1,0
I.E.PALMAS REALES,LIMA,1,0
IE 6018 INMACULADA CONCEPCIÓN DE HUARANGAL,LIMA,1,0
VICTOR ANDRES DE BELAUNDE,LIMA,1,0
IE 2079 ANTONIO RAIMONDI,LIMA,1,0
I.E.P. SANTA CATALINA,PUNO,1,0
COLEGIO TRILCE LOS OLIVOS,LIMA,1,0
LAS BRISAS DE VILLA,LIMA,1,0
ABRAHAM LINCOLN,JUNIN,1,0
APEHIRON HELICOIDAL,LIMA,1,1
TALENTUS SCHOOOL,CALLAO,1,0
SACO OLIVARES HELICOYDAL,LIMA,1,0
SACO OLIVEROS SAN MIGUEL,LIMA,1,0
NUESTRA SEÑORA DE LAS MERCEDES RIMAC,LIMA,1,0
I.E POLITECNICO REGIONAL,PUNO,1,0
JULIO RAMÓN RIBEYRO,CALLAO,1,0
I.E.E VILLA EL SALVADOR 6066,LIMA,1,1
NUESTRA SEÑORA DE COCHARCAS,LIMA,1,0
JOSÉ MARÍA TELLO MARTINEZ,PIURA,1,0
I.E.P. FRAY PEDRO URRACA,LIMA,1,0
IE.BOSQUE 1182,LIMA,1,0
INNOVA SCHOOLS CANTO GRANDE,LIMA,1,0
EL AMAUTA,CUSCO,1,1
7084 MANUEL GONZÁLEZ PRADA,LIMA,1,0
COLEGIO SAN NORBERTO,LIMA,1,1
PAMER VILLACRUZ,LIMA,1,0
COLEGIO TECNICO EXPERIMENTAL JESUS OBRERO,LIMA,1,0
I.E. 5074 ALCIDES SPELUCIN VEGA,CALLAO,1,0
1195320,LIMA,1,0
FE Y ALEGRÍA N° 41,LIMA,1,0
LEONCIO PRADO7035,LIMA,1,0
GRUPO-PRE,LIMA,1,0
MELITÓN CARBAJAL,LIMA,1,0
CRISTO REY,TACNA,1,0
SOLIDARIDAD PERÚ ALEMANIA Nº7238,LIMA,1,0
INSTITUCIÓN EDUCATIVA GRAN BRETAÑA 3056,LIMA,1,0
I.E. 0046 VICTOR RAUL HAYA DE LA TORRE.,LIMA,1,0
CRAMEX,LIMA,1,0
IE SANTA ROSA DE LAS AMERICAS,LIMA,1,0
ISAAC NEWTON JESUS MARÍA,LIMA,1,1
I.E. CARLOS PAREJA PAZ SOLDÁN,LIMA,1,0
IE 5099-RICARDO PALMA,LIMA,1,0
IEP VIRGEN DE VIRGENES,LIMA,1,1
REPUBLICA DE CHILE,LIMA,1,0
INGENERIA,LIMA,1,0
FRIEDERICH GAUSS,LIMA,1,0
JIRÓN JUAN GONZALO ROSE Nª232,LIMA,1,0
I.E. 2023 AUGUSTO SALAZAR BONDY,LIMA,1,1
I. E. P WILLIAM SHAKESPEARE,LIMA,1,0
DANIEL ALOMIA ROBLES,HUANUCO,1,1
COLEGIO SAN ALFONSO,AYACUCHO,1,0
TOMAS ARIETA CRUZ,LIMA,1,0
JESUS DE NAZARETH - BELEN-PRIVADA,LIMA,1,0
MARÍA DE LAS MERCEDES,LIMA,1,0
SAN JOSE,CUSCO,1,0
COLEGIO 1154 NUESTRA SEÑORA DEL CARMEN,LIMA,1,0
CV INGENIERIA ZARATE,LIMA,1,0
JOSE CARLOS MARIATEGUI NRO 0152,LIMA,1,1
ANNIE SCHOOL,LIMA,1,0
SANTÍSIMA VIRGEN DEL CAMINO,LIMA,1,0
CRUZ SACO - EL ÁLAMO,LIMA,1,0
ANA MARÍA JAVOUHEY,CALLAO,1,0
I.E.S TUPAC AMARU,PUNO,1,0
JOSÉ FAUSTINO SÁNCHEZ CARRIÓN,CALLAO,1,0
INTERNACIONAL ELIM,ICA,1,0
GARCILASO DE LA VEGA,LIMA,1,0
I.E CARLOS NORIEGUA JIMENEZ,LIMA,1,0
IE 1286 HÉROES DEL CENEPA,LIMA,1,0
SAN JUAN APOSTOL,LIMA,1,0
COLEGIO TECH GENIUS,LIMA,1,0
UNION LATINOAMÉRICA,LIMA,1,0
I.E. 1199 MARISCAL RAMÓN CASTILLA,LIMA,1,0
I.E. PAULINO FUENTES CASTRO,LIMA,1,0
IEI SAGRADO CORAZÓN DE JESÚS,JUNIN,1,0
PERUBIRF,PUNO,1,0
NSTRA SÑRA DE LA CANDELARIA,HUANCAVELICA,1,0
1267 CAMPIÑA,LIMA,1,0
3701 FE Y ALEGRIA N°1,LIMA,1,0
AE DE JESUS MANGOMARCA,LIMA,1,0
VICTOR ARIAS VICUÑA,PASCO,1,0
REINA DE LOS CIELOS,LIMA,1,0
FE Y ALEGRÍA N 25,LIMA,1,0
PRECURSORES INDEPENDENCIA NACIONAL,LIMA,1,1
SAN JUAN BAUTISTA,ANCASH,1,0
I.E. N° 132 TORIBIO DE LUZURIAGA Y MEJÍA,LIMA,1,0
MZ D LOT 13 -LOS CLAVELES,LIMA,1,0
TRILCE SEDE SANTA BEATRIZ,LIMA,1,0
TRILCE LOS OLIVOS DE PROLIMA,LIMA,1,1
2037 CIRO ALEGRIA,LIMA,1,0
TECHNOLOG Y SCHOOLS,LIMA,1,0
I.E INCA GARCILASO DE LA VEGA,ANCASH,1,0
I. E. P. IZAGUIRRE DE ARIEL,LIMA,1,0
IE SANTA CATALINA,PUNO,1,1
ENRIQUE GUZMAN Y VALLE 3084,LIMA,1,0
I.E. 113 DANIEL ALOMIA ROBLES,LIMA,1,0
TECNOLOGY SCHOOL,LIMA,1,0
IEP NUESTRA SEÑORA DEL PRADO,LIMA,1,0
MANUEL GONZALEZ PRADA 2015,LIMA,1,0
PASITOS SEGUROS,LIMA,1,0
BENITO JUAREZ 0073,LIMA,1,0
PERUANO ESPAÑOL INTER MUNDO,LAMBAYEQUE,1,1
TECHNOLOGY SCHOOLS ZAPALLAL,LIMA,1,1
INSTITUCIÓN EDUCATIVA EMBLEMÁTICA RICARDO BENTÍN,LIMA,1,1
POLITÉCNICO DE VENTANILLA 5086,CALLAO,1,0
INSTITUCIÓN EDUCATIVA LIBERTADOR SAN MARTIN,LIMA,1,1
COLEGIO DE APLICACION SAN MARCOS,LIMA,1,0
2025 INMACULADA CONCEPCION,LIMA,1,1
I E E EDELMIRA DEL PANDO,LIMA,1,0
MARIANO MELGAR,PUNO,1,0
IEP LICEO SANTO DOMINGO,LIMA,1,0
COLEGIO ADVENTISTA EL SANTA,ANCASH,1,0
I.E. SAN JUAN,AYACUCHO,1,0
I.E.P ABRAHAM LINCOLN COLLEGE,LIMA,1,0
COAR LAMBAYEQUE,LAMBAYEQUE,1,1
EIP CORAZÓN DE JESÚS,LIMA,1,0
JUAN PABLO,LIMA,1,0
9 DE DICIEMBRE,AYACUCHO,1,0
I. E S. GLORIOSO SAN CARLOS PUNO,PUNO,1,0
I.E. LA SAGRADA FAMILIA,LIMA,1,0
C.N.I,LIMA,1,0
PARROQUIAL NUESTRA SEÑORA DE MONTSERRAT,LIMA,1,0
SAN PEDRO SANTÍSIMA TRINIDAD,LIMA,1,0
JUAN PABLO VIZCARDO Y GUZMÁN,HUANCAVELICA,1,0
SAN JOSÉ,PUNO,1,0
MARIA DE LOS ANGELES 3070,LIMA,1,0
I.E.S. JOSÉ GÁLVEZ,PUNO,1,1
I.E.S. CLAUDIO GALENO JULIACA,PUNO,1,0
BAUTISTA,LIMA,1,0
SACO OLIVEROS DE CAMPOY,LIMA,1,0
CESAR VALLEJO,ANCASH,1,1
FE Y ALEGRIA 05,LIMA,1,0
JOSÉ ABELARDO QUIÑONES GONZALES,LIMA,1,0
SANTA MÓNICA COLLEGE,LIMA,1,1
ROSA VICTORIA MARTICORENA,LIMA,1,0
COLEGIO ALEXANDER FLEMING,PUNO,1,0
GRAN MARISCAL ANDRÉS AVELINO CÁCERES,LIMA,1,0
C.E.P. ALFONSO UGARTE,LIMA,1,0
COLEGIO CALLAO,CALLAO,1,0
I.E.E CARLOS WIESSE,LIMA,1,0
G.U.E LEONCIO PRADO,HUANUCO,1,0
JUAN CRONIQUEIR APPU EL AGUSTINO,LIMA,1,1
TRINOMIO,AMAZONAS,1,0
SACO OLIVEROS SANTA ANITA,LIMA,1,0
LA SEÑORA DE LAS MERCEDES,ANCASH,1,0
SANTA MARIA PURISIMA,LIMA,1,0
SINCHI ROCA 2022,LIMA,1,0
CEPCUM MAKARENKO,LIMA,1,0
COLEGIO SIMON BOLIVAR,MOQUEGUA,1,0
VICTOR RAUL HAYA DE LA TORRE,ANCASH,1,0
JULIO C.TELLO,LIMA,1,0
COLEGIO SAN FRANCISCO DE ASÍS,LIMA,1,0
FE Y ALEGRÍA N1,LIMA,1,0
JESUS DE NAZARETH,LIMA,1,1
046 VICTOR RAUL HAYA DE LA TORRE INEI,LIMA,1,0
FE Y ALEGRIA N 53,LIMA,1,0
PRECURSORES DE LA INDEPENDENCIA NACIONAL - PNP,LIMA,1,0
LEONCIO PRADO N° 3014,LIMA,1,1
FE Y ALEGRIA N°41,LIMA,1,0
PRIMER COLEGIO NACIONAL BENEMÉRITO DE LA REPÚBLICA,LIMA,1,0
125 RICARDO PALMA,LIMA,1,0
I. E. P. JORDÁN DE JESÚS,CALLAO,1,0
101 SHIJU KITAMURA,LIMA,1,0
TRINOMIO- JULIACA,PUNO,1,0
ROBERTO PISCONTI RAMOS,ICA,1,1
2003 LIBERTADOR JOSÉ DE SAN MARTÍN,LIMA,1,0
I.E ESTADOS UNIDOS,LIMA,1,1
COLEGIO MARIANISTA,LIMA,1,0
I.E.P BLAISE PASCAL,LIMA,1,0
AMÉRICA 7101,LIMA,1,0
COLEGIO CESAR VALLEJO,PUNO,1,0
SAN LUIS MARISTA DE BARRANCO,LIMA,1,0
SAGRADO CORAZÓN DE JESÚS PIONEROS DE LA CIENCIA,LIMA,1,0
SANTA MARIA DEL ROSARIO,LIMA,1,0
COMERCIÓ 32MHC,PUNO,1,0
C.E ANTONIO RAIMONDI,LA LIBERTAD,1,0
UNIÓN LATINO,JUNIN,1,0
30 40 20 DE ABRIL,LIMA,1,0
GIORDANO BRUNO,LIMA,1,0
MARIANO HILARIO CORNEJO,PUNO,1,0
MERCEDES MANRIQUE FUENTES,AREQUIPA,1,0
PHILIPS P. SAUNDERS,LIMA,1,0
I.E TTE.CRL. ALFREDO BONIFAZ FONSECA,LIMA,1,0
C.T.E JESÚS OBRERO,LIMA,1,0
MARIA DE MAEZTU,LIMA,1,0
SACO OLIVEROS SALAMANCA,LIMA,1,0
FERNANDO CARBAJAL SEGURA 6039,LIMA,1,1
SSCC 3710,LIMA,1,1
JOSE CARLOS MARIATEGUI 7265,LIMA,1,0
DANIELLE MITERRAND,PUNO,1,0
IEP HONORES DEL RETABLO,LIMA,1,0
FE Y ALEGRÍA 13,LIMA,1,1
I.E.P SAGRADA FAMILIA,LIMA,1,1
I.E. SANTA MARIA REYNA,LIMA,1,0
I.E RICARDO PALMA 5099,CALLAO,1,0
I.E.P NUESTRA SEÑORA DEL MONSERRAT,LIMA,1,0
COLEGIO PARROQUIAL SANTA CATALINA,PUNO,1,0
SAN JOSÉ DE CLUNY,LIMA,1,0
0565267,LIMA,1,0
FE Y ALEGRÍA N 35,LIMA,1,0
SAN IGNACIO DE LOYOLA DE PIURA,PIURA,1,0
CEBA PEBAL,LIMA,1,0
IEP. ALFRED NOBEL VITARTE,LIMA,1,0
CLAUDIO GALENO,AMAZONAS,1,1
2 DE MAYO,ANCASH,1,1
MELGAR MILLENIUM DE SANTA ANA,LIMA,1,1
80407 GONZALO UGAS SALCEDO,LA LIBERTAD,1,0
IEP SAN MATEO,LIMA,1,0
138 PROCERES DE LA INDEPEMDENCIA,LIMA,1,0
SAN FELIPE COMAS,LIMA,1,0
HONORES BREÑA,LIMA,1,0
119CANTO BELLO,LIMA,1,0
IEP CARDANO VIETA INGENIEROS - 2,LIMA,1,0
7061 LOS HEROES DE SAN JUAN,LIMA,1,0
CESAR VALLEJO 3098,LIMA,1,0
NIKOLA TESKA,LIMA,1,0
I.E.P CORAZÓN DE MARÍA UGEL-05,LIMA,1,0
I.E.P LA SORBONA DE CAMPOY,LIMA,1,0
I. E.P. TOMAS ARIETA CRUZ,LIMA,1,0
GLAUDIO GALENO,PUNO,1,1
