nombre_colegio,departamento,total_postulantes,total_ingresantes
LA PRE,UCAYALI,1,1
JOSE CARLOS MARIATEGUI,ICA,1,1
52AB6464,LIMA,1,0
7096 PRÍNCIPE DE ASTURIAS,LIMA,1,0
CÉSAR VALLEJO 3098,LIMA,1,0
LOS ANGELES 3089,LIMA,1,0
IE 6089 JORGE BASADRE GROHMANN,LIMA,1,0
TRILCE CHORRILLOS II,LIMA,1,0
I.E.P CALIFORNIA SCHOOL,LIMA,1,0
I.E.P SANTO TOMAS DE AQUINO,ANCASH,1,0
WILLIAM PRESCOTT,LIMA,1,1
TRIOLET,LIMA,1,1
NUESTRA SEÑORA DE LURDES,LIMA,1,1
TECHNOLOGY SCHOOLS LA MOLINA,LIMA,1,0
COLEGIO SAN ANTONIO IHM,CALLAO,1,1
I.E.S JOSE ANTONIO ENCINAS,PUNO,1,0
I.E.P. LOS DOMINICOS DE PALAO,LIMA,1,0
CARLOS OQUENDO DE AMAT,PUNO,1,0
I.E.P.P. CRISTINA BEATRIZ,LIMA,1,0
INSTITUCIÓN EDUCATIVA 1003 REPÚBLICA DE COLOMBIA,LIMA,1,0
COLEGIO EMBLEMÁTICO SAN JUAN,LIMA,1,1
INSTITUCIÓN EDUCATIVA 20902 TUPAC AMARU,LIMA,1,1
HÉROES DE LA BREÑA 112,LIMA,1,0
IE SEÑOR DE LUREN,LIMA,1,0
UNION DE NUEVOS INTELIGENTES,CUSCO,1,0
00500 GERMAN ROJAS VELA,SAN MARTIN,1,0
JORGE BASABRE 6048,LIMA,1,0
C E D EL BUEN PASTOR,LIMA,1,0
JULIO CESAR TELLO 133,LIMA,1,0
VILLA MARIA,LIMA,1,0
SAN FRANSISCO DE ASIS,LIMA,1,0
PABLO VI,LIMA,1,0
I.E SINCHI ROCA 2022,LIMA,1,0
I.E.P JESÚS OBRERO,LIMA,1,0
PERÚ HOLANDA,LIMA,1,0
SHUJI KITAMURA N°0101,LIMA,1,0
ALMIRANTE MIGUEL GRAU 2066 UGEL4,LIMA,1,0
REY DE REYES,LIMA,1,1
SAN MIGUEL,CAJAMARCA,1,0
COLEGIO MARISCAL CÁCERES,AYACUCHO,1,0
C.E.P SAN JUAN BOSCO - HUARMEY,ANCASH,1,0
POLITÉCNICO RAFAEL SANTIAGO LOAIZA GUEVARA,AREQUIPA,1,0
INSTITUCIÓN EDUCATIVA PRIVADA ALFRED NOBEL,LIMA,1,0
PABLO APÓSTOL,CUSCO,1,0
MARÍA REYNA HUARAL,LIMA,1,0
I.E. 3719 SANTÍSIMA TRINIDAD,LIMA,1,0
JOSÉ MARÍA ARGUEDAS 5026,LIMA,1,0
50276 AMAUTA,CUSCO,1,0
I.E. 3061 JORGE CHAVEZ DARTNELL,LIMA,1,1
MIGUEL GRAU EMBLEMÁTICO,LIMA,1,0
CRUZ SACÓ SALAVERRY,LIMA,1,1
COLEGIO CESAR VALLEJO,AYACUCHO,1,0
MANUEL GONZÁLEZ PRADA,APURIMAC,1,0
CAMINO A BELEN I.E.P,LIMA,1,0
ARQUIDIOCESANO SAN ANTONIO ABAD,CUSCO,1,0
0092 ALFRED NOBEL,LIMA,1,0
I.E 3047 REPÚBLICA DE CANADÁ,LIMA,1,0
SAN AGUSTIN DE IQUITOS,LORETO,1,0
SANTA ROSA DE LAS AMÉRICAS,ICA,1,0
C.EB.A.P SANTO DOMINGO,LIMA,1,0
I.E. AGROPECUARIO YAUTÁN,ANCASH,1,1
NUESTRA SEÑORA DE GUADALUPE,LORETO,1,0
I.E. REPÚBLICA DE ARGENTINA 2050,LIMA,1,0
PAMER AREQUIPA,AREQUIPA,1,1
JULIO RAMON RIBEYRO 5095,CALLAO,1,0
IEP DESPERTAR,LIMA,1,0
INNOVA,LIMA,1,1
11185 UCUPE,LAMBAYEQUE,1,0
GRAL. EMILIO SOYER CABERO,LIMA,1,0
CIRCULO INGENIERÍA HUANDOY,LIMA,1,1
HONORES SANTA TERESA,LIMA,1,0
I.E. 3081 ALMIRANTE MIGUEL GRAU SEMINARIO,LIMA,1,0
P.C.N.B.R. NUESTRA SEÑORA DE GUADALUPE,LIMA,1,0
I.E.P. AURELIO BALDOR,LIMA,1,0
I.E. 3035 JOSE CARLOS MARIATEGUI LA CHIRA,LIMA,1,0
IE TUPAC AMARU 2 7055,LIMA,1,0
IEP MARIA MEDALLA MILAGROSA,LIMA,1,1
I.E. SANTA ROSA,MADRE DE DIOS,1,0
2095 HERNAN BUSSE DE LA GUERRA,LIMA,1,0
FE Y ALEGRIA 2,LIMA,1,0
COLEGIO Y ACADEMIA UNIMASTER,LIMA,1,1
MADRE DEL AMOR HERMOSO,LIMA,1,1
I. E. COPRODELI SAN MARTIN,CALLAO,1,0
EL TUNGSTENO SCHOLL,LIMA,1,1
I.E.I LUCYANA,LIMA,1,0
ANTONIA MORENO DE CÁCERES,LIMA,1,1
SAN FERNANDO,CAJAMARCA,1,1
1275,LIMA,1,0
IEP EL NAZARENO,LIMA,1,1
SANTA ROSA DE LAS AMERICAS,LIMA,1,0
INNOVA SCHOOLS EL PARQUE,LIMA,1,0
COLEGIO CIENTÍFICO NIKOLA TESLA,LIMA,1,0
CEPRE-INYARI,LIMA,1,0
I.E.P SANTA ANA,LIMA,1,0
MARIA PARADO DE BELLIDO,LIMA,1,0
INSTITUCIÓN EDUCATIVA INDUSTRIAL HERMILIO VALDIZAN,HUANUCO,1,0
COLEGIO MILAGROSA NUESTRA SEÑORA DEL CARMENTE,LIMA,1,0
RICARDO PALMA 6049,LIMA,1,0
1070,LIMA,1,0
I.E SANTA MARIA GORETTI 0059,LIMA,1,0
SANTA TERESITA,LIMA,1,0
HORACIO ZEBALLOS GAMEZ 7227,LIMA,1,0
COLEGIO SAN MARCELO,LIMA,1,0
IEP ANDRÉS FERNÁNDEZ GARRIDO,HUANUCO,1,0
SACO OLIVEROS SEDE SAN CARLOS,LIMA,1,1
3084 ENRIQUE GUZMÁN Y VALLE,LIMA,1,0
CARDANO VIETE INGENIEROS,ANCASH,1,1
PORTADORES DE LUZ,CALLAO,1,0
ALBERTO FLORES GALINDO,AREQUIPA,1,1
I.E.P. DOMINGO ELÍAS,LIMA,1,0
MARIANO SANTOS,LIMA,1,0
LOS INGENIEROS CEDROS,LIMA,1,0
3095 PERU KAWACHI,LIMA,1,0
AUGUSTO BERNARDINO LEGUIA,LIMA,1,0
SANTO DOMINGO DE GUZMÁN,LA LIBERTAD,1,0
INSTITUCION EDUCATIVA INTERNACIONAL ELIM,LIMA,1,1
COLEGIO COMERCIO 32 MARIANO H. CORNEJO,PUNO,1,0
IE 3054 LA FLOR,LIMA,1,1
I.E. PEDRO RUIZ GALLO N°34237,PASCO,1,0
UNIVERSO,LIMA,1,1
I.E. 1278 MIXTO LA MOLINA,LIMA,1,0
REPUBLICA FEDERAL DE ALEMANIA 2064,LIMA,1,0
2031 VIRGEN DE FÁTIMA,LIMA,1,0
N°100,LIMA,1,0
I.E.P MATEMÁTICO CATÓLICO SAN JUAN,LIMA,1,0
I.E. RAMON CASTILLA,LIMA,1,1
PAMER PUENTE PIEDRA GRAMADAL,CALLAO,1,0
STEPHEN HAWKING,JUNIN,1,1
JESÚS OBRERO DE OLLANTAY,LIMA,1,0
2085 SAN AGUSTÍN,LIMA,1,1
COLEGIO 0026 AICHI NAGOYA,LIMA,1,1
I.E.P. SACO OLIVEROS,LIMA,1,1
I.E.P EXITUS,PIURA,1,0
I.E. SOR ANA DE LOS ANGELES,LIMA,1,0
EDUCATIVO MADRE TERESA DE CALCUTA-SAN GABRIEL S.A,LIMA,1,1
6093,LIMA,1,1
JULIO RAMON RIBEIROS,LIMA,1,0
WILLIAM PRESCOOT,LIMA,1,0
CORAZÓN DE JESÚS-LAS CASUARINAS,LIMA,1,0
JOSÉ BUENAVENTURA SEPÚLVEDA,LIMA,1,0
FRANCISCO BOLOGNESI CERVANTES,CALLAO,1,0
LAS COLINAS 5139,CALLAO,1,1
PITAGORAS VERDE EL MATEMATICO,LIMA,1,0
AUGUSTO N. WISSE,LIMA,1,0
I.E. JOSÉ INGENIEROS,LIMA,1,0
IEPM COLEGIO MILITAR FRANCISCO BOLOGNESI,AREQUIPA,1,0
GENERALÍSIMO JOSÉ DE SAN MARTÍN 3069,LIMA,1,0
INGENIERÍA DE CARMELITAS,LIMA,1,1
HIRAM BINGHAM SCHOOL,LIMA,1,0
.2027 JOSE MARIA ARGUEDAS,LIMA,1,0
GRAN HUASCARÁN,ANCASH,1,1
I.E JEC JOSÉ GÁLVEZ BARRENECHEA,JUNIN,1,0
115 TORIBIO RODRÍGUEZ DE MENDOZA,LIMA,1,0
REDIMER JESÚS DE VILLA,LIMA,1,0
SANTA ROSA DE AMÉRICA,LIMA,1,1
SAN AGUSTIN DE PRADERAS,LIMA,1,0
PITÁGORAS NUEVO SAN JUAN,LIMA,1,0
I.E.P JOSE INGENIEROS,LIMA,1,1
IE 5168 ROSALUZ,LIMA,1,0
INGENIERIOS UNI DE LOS OLIVOS,LIMA,1,0
LEONARD EULER,ICA,1,1
PROLOG - CHINCHA,ICA,1,1
LICEO NAVAL CAPITAN DE COBERTA MANUEL CLAVERO MUGA,CALLAO,1,0
COLEGIO SAN FRANCISCO DE BORJA,LIMA,1,0
VICTOR ANDRES BELAUNDE,JUNIN,1,0
IE 11538,LAMBAYEQUE,1,0
COLEGIO SAN ANDRES ANGLO PERUANO,LIMA,1,0
COLEGIO TUPAC AMARU TUMAN,LAMBAYEQUE,1,0
I.E.P ANA MARIA KAN,LIMA,1,0
0336610,LIMA,1,0
IEP ALFONSO UGARTE,LIMA,1,0
IE 133 JULIO CESAR TELLO,LIMA,1,0
LIMA,LIMA,1,0
LEONCIO PRADO GUTIÉRREZ,LIMA,1,0
COLEGIO SACO OLIVEROS,CALLAO,1,0
I.E. SAN JUAN MACIAS 5097 CALLAO,LIMA,1,0
I. E. P. SANTA ROSA DE HUACHIPA,LIMA,1,0
I.E.P. RICARDO PALMA,LIMA,1,0
FRANCISCO VIDAL LAOS,LIMA,1,0
20012,LIMA,1,1
CESA VALLEJO DE PAYET,LIMA,1,0
PABLO PATRÓN,LIMA,1,0
GERÓNIMO CAFFERATA MARRAZI,LIMA,1,0
COLEGIO VIVA ESPERANZA,PUNO,1,0
FE Y ALEGRIA Nª43 LA SALLE,CALLAO,1,0
I.E.P. BLAISE PASCAL DE CIENEGUILLA,LIMA,1,0
I.E MIGUEL GRAU SEMINARIO,LIMA,1,0
I.E RAMÓN CASTILLA - RETABLO,LIMA,1,0
PASCUAL SACO OLIVEROS - BARRANCO,LIMA,1,1
PÍO XII,LIMA,1,0
SAN MARCOS - CHANCAY,LIMA,1,0
I.E. SANTA ELIZABETH N°100,LIMA,1,0
CARLOS OQUEDO DE AMAT,PUNO,1,0
I.E.P AL GORE,LIMA,1,0
I.E.P. KEPLER COLLEGE,CAJAMARCA,1,0
I E 5076 NUESTRA SEÑORA DE LAS MERCEDES,CALLAO,1,0
ANDRES AVELINO CACERES 3033,LIMA,1,0
JOSÉ ABELARDO QUIÑONES 7049,LIMA,1,0
IEP SANTA MARÍA DEL ROSARIO,LIMA,1,0
LE D,LIMA,1,1
I.E.P. GENERAL OLLANTAY,LIMA,1,0
131 MONITOR HUASCAR,LIMA,1,1
RENÉ GARCIA CASTELLANO,ICA,1,0
ST GEORGES COLLEGE,LIMA,1,0
I.E INCA PACHACUTEC,LIMA,1,0
DELTA,CAJAMARCA,1,0
C.E.P. SANTA MARÍA GORETTI,LIMA,1,0
I.E.P. SCHOOL INTERNATIONAL INNOVA JULIACA,PUNO,1,0
COLEGIO MARISCAL SANTA CRUZ,CALLAO,1,1
6041 ALFONZO UGARTE,LIMA,1,0
JOSÉ MARIA ARGUEDAS,AYACUCHO,1,0
DANIEL ALOMIAS ROBLES 113,LIMA,1,0
DREAMS SCHOOL,JUNIN,1,0
JOSE CARLOS MARIATEGUI N°0152-UGEL 05,LIMA,1,0
COLEGIO DE CIENCIAS ISAAC NEWTON,LIMA,1,0
CAMINO A BELÉN,LIMA,1,0
MANUEL ANTONIO RAMIREZ BARINAGA - MARISTAS SJM,LIMA,1,0
PEDRO SANCHEZ GAVIDIA,HUANUCO,1,1
HUELLITAS DE JESUS SANTA FE,LIMA,1,1
IEP CESAR VALLEJO SMP,LIMA,1,0
JUAN MANUEL ITURREI,LAMBAYEQUE,1,0
ISAN,LIMA,1,0
I.E. JOSE MARÍA ARGUEDAS,LIMA,1,0
JOSÉ OLAYA BALANDRA,CALLAO,1,0
COLEGIO NUEVO HORIZONTE,PUNO,1,0
LOS SIERVOS DE JESÚS,LIMA,1,0
MICELINO SANDOVAL TORRES,ANCASH,1,0
JUAN PABLO II 5174,LIMA,1,0
I.E.P PEDRO NOLASCO,ANCASH,1,1
I.E.P BALDOR DE COMAS,LIMA,1,0
COLEGIO NEWTON,LIMA,1,0
SAN LUIS GONZAGA SHOOL,LIMA,1,0
PAMER,AREQUIPA,1,0
NEWTON TARMA,JUNIN,1,0
SAN JOSÉ,ANCASH,1,0
STELLA MARIS 6152,LIMA,1,0
NEWTOM TARMA,JUNIN,1,0
IES GRAN UNIDAD ESCOLAR SAN CARLOS,PUNO,1,1
JOSÉ ANTONIO DAPELO,LIMA,1,0
SAINT JOSEPH SCHOOL,LIMA,1,0
COLEGIO GLORIOSO SAN ANTON,PUNO,1,0
IEP Nº 159 GLORIOSO 10 DE OCTUBRE,LIMA,1,1
KUMAMOTO I 3092,LIMA,1,1
COLEGIO SECUNDARIO TUPAC AMARU PALCA,HUANCAVELICA,1,1
I.E.P NIÑO MARISCAL CHAPERITO,LIMA,1,0
IE 0086 JOSÉ MARÍA ARGUEDAS,LIMA,1,0
IE 7230 FLORES DE VILLA,LIMA,1,0
PAMER SATIPO,JUNIN,1,0
MARTIN LUTERO,PUNO,1,0
COLEGIO INGENIERIA,LIMA,1,0
I.EE ALFONSO UGARTE 1071,LIMA,1,0
COLEGIO SACO OLIVEROS DE SALAMANCA,LIMA,1,0
IE. PRECURSORES DE LA INDEPENDENCIA NACIONAL,LIMA,1,0
1071 ALFONSO UGARTE,LIMA,1,0
SANTA ROSA DE LAS AMERICAS DE LOS OLIVOS,LIMA,1,1
2009 FE Y ALEGRIA 2,LIMA,1,0
JUAN VELAZCO ALVARADO,PUNO,1,0
IE GARCILAZO DE VEGA,PASCO,1,0
JOSE CARLOS MARIATEGUI,CAJAMARCA,1,0
FÉLIX ROMÁN TELLO ROJAS,LIMA,1,0
IEE. PEDRO ADOLFO LABARTHE EFFIO,LIMA,1,0
IEP SANTA ROSA DE BARRANCO,LIMA,1,1
FEDERICK,JUNIN,1,0
IEP. ALFA,TUMBES,1,1
I.E.P CORAZÓN DE MARÍA MILAGROSA,LIMA,1,0
SAN RAMON,AYACUCHO,1,0
MAYOR PNP FELIX ROMAN TELLO ROJAS,LIMA,1,0
5182 SEÑOR DE LOS MILAGROS,AMAZONAS,1,1
MARCELINO CHAMPAGNAT,JUNIN,1,0
TAPAYA,APURIMAC,1,1
LA ENCANTADA DE VILLA,LIMA,1,0
I.E. JEC JOSÉ MANUEL MEZA,ICA,1,1
APOLO XIII,LIMA,1,0
PITAGORAS,APURIMAC,1,0
SACERDOTE JESUITA ROMEO,LIMA,1,0
JESUS REDENTOR,LIMA,1,0
CARLOS MARTIN ACEVEDO ROSALES,LIMA,1,0
AMPARAES NUESTRA SEÑORA DE FATIMA,CUSCO,1,0
I. E. MARISCAL CÁCERES,AYACUCHO,1,1
INSTITUCIÓN EDUCATIVA 1070 MELITÓN CARVAJAL,LIMA,1,0
ANDRES A.CACERES - MORAN LIRIO,CAJAMARCA,1,0
RICARDO PALMA - MANYLSA,LIMA,1,0
PITAGORAS - SEDE COMAS,LIMA,1,0
INSTITUCIÓN EDUCATIVA MIXTO HUAYCÁN,LIMA,1,0
I.E.P DAVID AUSUBEL,LIMA,1,0
UCUPE,LAMBAYEQUE,1,0
I.E.P TRILENIUM UNI-ING,JUNIN,1,1
IEP ALBERT EINSTEIN,PUNO,1,0
LAS ESTRELLITAS DE JESUS,LIMA,1,0
3095 PERU KAWACHI- LOS OLIVOS,LIMA,1,0
6082 LOS PRÓCERES,LIMA,1,0
1756170,LIMA,1,0
CEP. LOS HIJOS DE MARIA,LIMA,1,0
5123 FRANCISCO BOLOGNESI,LIMA,1,0
IE 2074 VIRGEN PEREGRINA DEL ROSARIO,LIMA,1,0
INGENIEROS UNI CHANCAY,LIMA,1,1
DANIEL ALCIDES CARRIÓN 0090- CAMPOY,LIMA,1,1
SAN JUAN MASIAS,LIMA,1,0
JOSÉ MARTÍ,LIMA,1,0
I.E. N° 3519 PHILIP P. SAUNDERS,LIMA,1,0
NICOLAS BOURBAKI,LIMA,1,1
INNOVA SCHOOLS - SPORTING CRISTAL,LIMA,1,0
I.E. N°132 TORIBIO DE LUZURIAGA Y MEJIA,LIMA,1,1
NUESTRA SEÑORA DEL PILAR,ANCASH,1,0
COLEGIO ADVENTISTA BRASIL,LIMA,1,0
COLEGIO CRISTIANO ELLIOT,LA LIBERTAD,1,1
RAFAEL NARVAEZ CADENILLAS,LA LIBERTAD,1,0
CORONEL JOSE FELIX BOGADO,LIMA,1,0
I.E 0092 ALFRED NOBEL,LIMA,1,0
PAMER VILLA EL SALVADOR,LIMA,1,1
GRAN UNIDAD LAS MERCEDES,PUNO,1,0
INNOVA,PUNO,1,0
HONORES,HUANUCO,1,0
I.E. TOMAS ALVA EDISON,LIMA,1,0
IEP GALILEO GALILEI,LIMA,1,0
ESTHER FESTINI DE RAMOS OCAMPO,PUNO,1,0
I.E 3073 EL DORADO,LIMA,1,0
I.E 7080 JORGE BERNALES SALAS,LIMA,1,0
COLEGIO SANTA ANITA,LIMA,1,1
IEP JOSÉ MARÍA DE BELÉN,LIMA,1,0
ACADEMIA - COLEGIO MANUEL AREVALO,LIMA,1,0
SANTO DOMINGO DE GUZMÁN LAS FLORES,LIMA,1,0
I.E.P BELEN,LIMA,1,0
IEP THALES,LIMA,1,1
CV . INGENIEROS,LIMA,1,0
JUAN ANDRÉS VIVANCO AMORÍN,LIMA,1,0
COLEGIO PARTICULAR SANTO DOMINGO EL APOSTOL,LIMA,1,0
RICARDO PALMA SORIANO,HUANUCO,1,0
I.E. P.N.P. SANTA ROSA DE LIMA 2001,LIMA,1,1
SANTA MARÍA MAZZARELLO,LIMA,1,1
JOSÉ MARÍA ARGUEDAS I.E.P,LIMA,1,0
FE Y ALEGRÍA N°12 UGEL-04,LIMA,1,0
C.N.E. AURELIO CARDENAS,HUANUCO,1,0
I.E RAMIRO PRIALE PRIALE,LIMA,1,0
3041 ANDRÉS BELLO,LIMA,1,0
LESTONNAC,LIMA,1,0
PERÚ - JAPÓN,LIMA,1,0
0087 JOSÉ MARÍA ARGUEDAS,LIMA,1,0
IE 0073 BENITO JUAREZ,LIMA,1,0
I. E. P. ANDRÉS AVELINO CÁCERES,LIMA,1,0
I.E.E NUESTRA SEÑORA DE GUADALUPE,LIMA,1,0
VIRGEN DE FATIMA DE BARRANCO,LIMA,1,0
JOSÉ VALVERDE CARO,LIMA,1,0
0087 JOSE MARIA ARGUEDAS,LIMA,1,0
CEBA METROPOLITANO,LIMA,1,0
I.E. VICTOR ANDRES BELAUNDE,SAN MARTIN,1,0
AREAS TECNICAS SANTIAGO DE VADO,AYACUCHO,1,1
HOGAR ESCUELA SAGRADA FAMILIA,CALLAO,1,0
FRANCISCO BOLOGNESI CERVANTES Nº 5123,CALLAO,1,0
SIGMA,CAJAMARCA,1,1
ISAAC NEWTON DE JESÚS MARÍA,LIMA,1,1
I.E.P SAN PIO X,LIMA,1,0
I.E.P HONORES HELICE,LIMA,1,0
1228 LEONCIO PRADO GUTIERREZ,LIMA,1,0
INNOVA SCHOOLS-CANTA CALLAO-SMP2,LIMA,1,1
TRENER,LIMA,1,0
FE Y ALEGRIA 26,AMAZONAS,1,1
INSTITUCIÓN EDUCATIVA PILOTO SANTA ISABEL,JUNIN,1,0
SANTA ELENA,CALLAO,1,0
MARÍA REYNA,LIMA,1,0
COLEGIO TÉCNICO EXPERIMENTAL JESÚS OBRERO,LIMA,1,0
DE CIENCIAS Y TECNOLOGIA,LIMA,1,1
LA CATOLICA HIGH SCHOOL,LIMA,1,1
I.E.P. DIVINO MAESTRO,LIMA,1,1
MARÍA RECUAY,LIMA,1,0
JESUS CASTILLO ZAMUDIO,JUNIN,1,0
COLEGIO HIJOS DE LUYA 5172,LIMA,1,0
I.E.E.ANDRES DE LOS REYES,LIMA,1,0
SAN DIEGO MATEMÁTICO,LIMA,1,1
ALCIDEZ CARRION,HUANCAVELICA,1,0
I.E.P ALBERT EINSTEIN HUARAZ,ANCASH,1,0
FELIPE HUAMÁN POMA DE AYALA,LIMA,1,0
LOS NIÑOS DE JESUS,LIMA,1,0
GRAN AMAUTA MARIÁTEGUI 139,LIMA,1,1
AGUA BLANCA,HUANUCO,1,0
MARISCAL ANDRES AVELINO CACERES 2091 LOS OLIVOS,LIMA,1,0
JUAN PABLO VIZCARDO Y GUZMAN,HUANCAVELICA,1,0
HONORES DE SAN MARTIN,LIMA,1,0
CONSORCIO INGENIERÍA SEDE TRAPICHE,LIMA,1,0
SINAI,LIMA,1,1
CIRCULO VALLEJO,LIMA,1,1
NUESTRA SEÑORA DE LA MISERICORDIA,CALLAO,1,0
ANDRÉS AVELINO CÁCERES DORREGARAY,LIMA,1,0
3080 PERU CANADA,LIMA,1,0
NICOLAI LOBACHEWSKY,LIMA,1,1
I.E.P. SAN MARTIN DE PORRES,LIMA,1,0
LEONCIO PRADO,CALLAO,1,0
INSTITUCIÓN EDUCATIVA 2061 SAN MARTÍN DE PORRES,LIMA,1,0
LUZ ANDINA REINA DE LAS AMÉRICAS,PUNO,1,0
DON BOSCO,AREQUIPA,1,0
COLEGIO PARROQUIAL SANTA CRUZ,CALLAO,1,0
GLMO. JOSÉ DE SAN MARTÍN 3069,LIMA,1,1
JEAN PIAGET DE CARABAYLLO,LIMA,1,0
FE Y ALEGRIA N58,LIMA,1,0
JOSÉ MARÍA ARGUEDAS 6047 UGEL 07,LIMA,1,0
FE Y ALEGRÍA N°35,LIMA,1,0
IE ARGENTINA,LIMA,1,0
FELIPE HUAMAN POMA AYALA,LIMA,1,0
RAUL PORRAS BARRENECHEA,CALLAO,1,0
IEP REINA DE LAS AMERICAS,LIMA,1,0
SANTO TOMÁS DE AQUINO,ANCASH,1,0
6093 CORONEL JUAN VALER SANDOVAL,LIMA,1,0
JORGE CHÁVEZ DARTNELL,JUNIN,1,0
ISAIAS ARDILES,LIMA,1,1
I.E 2024,LIMA,1,0
CESAR ESCOBAR,LIMA,1,0
MARIA AUXILIADORA,APURIMAC,1,0
I.E. VIRGEN DOLOROSA,SAN MARTIN,1,0
IEP ALFRED NOBEL,LIMA,1,0
COLEGIO TALENTUS SHOOL,CALLAO,1,0
I.E.P 5126 LOS JAZMINES,CALLAO,1,1
I.E 166 KAROL WOJTYLA,LIMA,1,0
REPÚBLICA DEL PARAGUAY,LIMA,1,0
PARROQUIAL SANTA CRUZ,CALLAO,1,1
SANTA ROSA SULLANA,PIURA,1,0
SAN FRANCISCO DE SALES,LIMA,1,0
INGENIERIA SCHOOL,LIMA,1,0
VIRGEN DE FATIMA,ANCASH,1,0
SACO OLIVEROS APEIRON,LIMA,1,0
COLEGIO MAYOR SECUNDARIO PRESIDENTE DEL PERÚ-COAR,LIMA,1,0
COLEGIO BELEN,LIMA,1,0
AB SIMPSON,LIMA,1,0
COAR -AYACUCHO,AYACUCHO,1,1
EMMA DETTMANN DE GUTIERREZ,CALLAO,1,0
IEP CORPUS CHRISTI ACADEMY &AMP; SCHOOL,AREQUIPA,1,0
I.E.E MERCEDES CABELLO DE CARBONERA,LIMA,1,0
FE Y ALEGRÍA N39,LIMA,1,1
ENRIQUE LÓPEZ ALBUJAR,HUANUCO,1,0
SANTO DOMINGO DE CHANCAY,LIMA,1,0
IE. LA DIVINA PROVIDENCIA,LIMA,1,0
JOSE MARIA ARGUEDAS 2027,LIMA,1,0
GALILEO GALILEI,LIMA,1,1
CIENTÍFICO DEL NORTE,AMAZONAS,1,0
I.E.P ALFA GROUP,LIMA,1,0
06154,LIMA,1,0
I.E.P. SANTA MARÍA MAZZARELLO,LIMA,1,0
MARCELINO CHAMPAGNAT DE PACHACUTEC,CALLAO,1,1
COLEGIO JUAN PABLO PEREGRINO,LIMA,1,0
SACO OLIVEROS RETABLO,LIMA,1,1
GREGORIO MARTINELLY,APURIMAC,1,1
I.E MANUEL TOBIAS GARCIA CERRON 3071,LIMA,1,0
COLEGIO MONITOR HUASCAR,LIMA,1,0
COLVER,PUNO,1,1
I.E. PAUL GROUSSAC,LIMA,1,0
COLEGIO LEONARD EULER III,LIMA,1,1
MONSERRAT SEDE PRO,LIMA,1,0
GRAN AMAUTA,LIMA,1,1
IE CAHUIDE,JUNIN,1,0
TRILENIUM UNI ING,JUNIN,1,0
FEDERICO VILLARREAL,LIMA,1,0
HEROINAS TOLEDO,JUNIN,1,0
IEP SOPHIANUM ZAPALLAL S.A.C,LIMA,1,1
0025 SAN MARTIN DE PORRAS,LIMA,1,0
II EE FAP MANUEL POLO JIMENEZ,LIMA,1,0
88106,ANCASH,1,0
VIRGEN DE COPACABANA,LIMA,1,1
IEE BARTOLOMÉ HERRERA,LIMA,1,0
INSTITUCIÓN EDUCATIVA PARROQUIAL SAN ANTONIO DE PA,LIMA,1,0
ERICK ERICKSON,LIMA,1,0
I. E. P CRISTINA BEATRIZ,LIMA,1,0
MARIA REYNA,LIMA,1,0
1290 NUEVA AMERICA,LIMA,1,0
I.E.D.P SAGRADOS CORAZONES,LIMA,1,0
ING UNI,LIMA,1,0
I. E. P. NUEVO PERÚ,PUNO,1,0
INMACULADA CONCEPCION 2025,LIMA,1,0
SACO OLIVEROS SEDE QUILLCA,LIMA,1,1
FELIPE GUAMAN POMA DE AYALA,LIMA,1,0
MANUEL GONZALES PRADA,PASCO,1,0
PNP ALIPIO PONCE VASQUEZ,LIMA,1,0
00623 AZUNGUILLO,SAN MARTIN,1,1
1091347,LIMA,1,1
MARIANO MELGAR 1225,LIMA,1,0
GENERAL OLLANTAY,LIMA,1,0
SACO OLIVEROS - APEIRON,LIMA,1,1
COLEGIO MAYOR SECUNDARIO PRESIDENTE DEL PERÚ COAR,LIMA,1,0
PIERRE DE FERMAT,LIMA,1,0
NUESTRA SEÑORA DE LOURDES,LIMA,1,0
IE 2027 JOSE MARIA ARGUEDAS,LIMA,1,0
SAN JOSE DE NAZARETH,LIMA,1,0
FE Y ALEGRÍA N° 53,LIMA,1,0
COLEGIO CRISTIANO PERUANO AMERICANO,UCAYALI,1,0
ANTÚNEZ DE MAYOLO,LIMA,1,0
COLEGIOS PAMER,LIMA,1,0
JORGE BASADRE 6063,LIMA,1,0
I.E.E MIGUEL GRAU,LIMA,1,0
PRIVADA,LAMBAYEQUE,1,0
IEP SAN MARTIN DE PORRES,LIMA,1,1
I.E PNP. SANTA ROSA DE LIMA 2001,LIMA,1,0
HOSANNA,UCAYALI,1,0
COAR - JUNÍN,JUNIN,1,0
ANDRÉS BELLO CEBA,CUSCO,1,1
I.E MANUEL SEOANE CORRALES,CALLAO,1,0
FE Y ALEGRIA N°29,CALLAO,1,0
IE FERNANDO BELAUNDE TERRY,LIMA,1,0
IE 5177 ALAMEDA DEL NORTE,LIMA,1,1
I.E PUBLICA ANDRES DE LOS REYES,LIMA,1,0
COLEGIO GENES DEL NORTE,LIMA,1,0
N6089 JORGE BASADRE GROHMANN,LIMA,1,1
GENES SEDE LOS OLIVOS,LIMA,1,0
E.H.C.R.SAGRADA FAMILIA,CALLAO,1,0
GOMEZ ARIAS DAVILA,HUANUCO,1,0
I.E. 1226 SOL DE VITARTE,LIMA,1,0
